,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
1,0.643422449604002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000519652248807288,0,0,0,0,0,0,0,0,0,0,0
2,0,0.970406085561769,0,0,0,0,0,0,0,0,-0.23668215879809,0,0,0,0,0,0,-0.0897919529349482,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1.07951012694233,0,0,0,0,0,0.0841969668573233,0,0.243598344815254,0,0,0,0,0,0.107477410086982,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0.971157136016322,0,0,0.093149846961333,0,0,0,-0.233814967202448,0,0,0,0,0,0,0,0.000764569645878778,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.78128602758612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1376447020519,0,0,0,0,0
6,0,0,0,0,0,0.643314010458511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0.093149846961333,0,0,1.11042012024337,0,0,0,0,0,0,0,0,0,0,0,-0.199390689408146,0,0,0,0,-0.171950629620349,0,0,0,0,-0.000158432055191944,0
8,0,0,0,0,0,0,0,0.828548398687242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184876211745136,0,0,0,0
9,0,0,0.0841969668573233,0,0,0,0,0,0.919630833320871,0,0,0,0,0,0,0,0,0,-0.000937456944148037,0,-0.191455721683597,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0.858032851168879,0,0,0,0,0,0,0,0,0.000393060938391694,0,0,0,0,0,0,0.21433383629697,0,0,0,0
11,0,-0.23668215879809,0.243598344815254,-0.233814967202448,0,0,0,0,0,0,1.35817744526502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0.751398533527154,0.107839645279584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0.107839645279584,0.751340511637382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643402135235261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777186371744093,0.133589871978667,0,0,-0.000138695413312856,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133589871978667,0.866871370615694,0,0,-0.000609449552919279,0,0,0,0,0,0,0,-0.0894262021987262,0,0,0
17,0,0,0.107477410086982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848040244766144,0,0.000118787565354292,0,0,0,0,0,-0.0965460615155641,0,0,0,0,0
18,0,-0.0897919529349482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840327406027421,-0.000729504315170713,0,0,0,-0.106635309650233,0,0,0,0,0,0,0
19,-0.000519652248807288,0,0,0.000764569645878778,0,0,-0.199390689408146,0,-0.000937456944148037,0.000393060938391694,0,0,0,0,-0.000138695413312856,-0.000609449552919279,0.000118787565354292,-0.000729504315170713,0.837933742064803,0,0.000394488234617038,0.00128545568130439,0,0,-9.59423386978777e-05,-0.000388143305933235,0,-0.00040410684567738,0.00141164879391822,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735912066337754,0,0,0,0.0922845978174588,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,-0.191455721683597,0,0,0,0,0,0,0,0,0,0.000394488234617038,0,0.981974632172132,0,0,0,0.146673808334444,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128545568130439,0,0,0.806663610045829,0,0,-0.163083620493545,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106635309650233,0,0,0,0,0.750236312048139,0,0,0,0,0,0,0
24,0,0,0,0,0,0,-0.171950629620349,0,0,0,0,0,0,0,0,0,0,0,0,0.0922845978174588,0,0,0,0.908144964796342,0,0,0,0,0,0
25,0,0,0,0,0.1376447020519,0,0,0,0,0,0,0,0,0,0,0,-0.0965460615155641,0,-9.59423386978777e-05,0,0.146673808334444,-0.163083620493545,0,0,1.18858101010886,0,0,0,0,0
26,0,0,0,0,0,0,0,-0.184876211745136,0,0.21433383629697,0,0,0,0,0,0,0,0,-0.000388143305933235,0,0,0,0,0,0,1.04312600521274,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894262021987262,0,0,0,0,0,0,0,0,0,0,0.732936242215012,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00040410684567738,0,0,0,0,0,0,0,0,0.64345183379505,0,0
29,0,0,0,0,0,0,-0.000158432055191944,0,0,0,0,0,0,0,0,0,0,0,0.00141164879391822,0,0,0,0,0,0,0,0,0,0.64328525298824,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643301468822657
