"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.0194094342125512,-0.0178506966029725,0.0278661624475238,0.0163027113091859,0.0192193937115351,-0.0020787935535088,-0.00348803011788518,-0.000800411696201654,0.01126971833884,0.00185363457729172,0.00854418749227012,0.00568773014623601,0.00444782162889031,0.0122356131974173,-0.0165979534258349,-0.0138097061146219,-0.0137895531989622,-0.0085514705065603,0.00368002677495881,0.000486762533975488,0.0167880732332462,0.00649882745216924,0.000807127285294542,-0.0309554765930522,-0.00979933524281493,-0.0133962441014461,0.00346311312686878,-0.0144494409210594,-0.00417370265529298,0.0117455490542942,-0.0195339713079886,-0.0113027027054484,0.00918231849836489,-0.0181099677939665,-0.025624364575981,-0.010112415395632,-0.013521873625882,-0.00813588024491828,-0.0298335403148131,-0.00395400497647344
"2",-0.0178506966029727,-0.0229521082796315,-0.00870908173032769,-0.00461480512897843,-0.00810118788278715,-0.0194567189686962,0.00320619115546662,-0.0119738605192039,0.000343816207571605,-0.00677514578346628,-0.00396975550512207,-0.00164317103912012,0.000953832049507405,-0.00149490337774656,-0.00692282053649827,-0.00489512575294977,-0.00415180723707167,0.0200242910102228,0.00415025177573554,-0.00893578627765053,-0.0159898642949618,-0.00788242875414657,-0.0142175186998636,-4.53663963167012e-05,-0.00876874291846049,0.00687912887678301,-0.00999232180897281,-0.00636896160757044,-0.00543908004284677,-0.00161422138903164,0.00331103673615766,-0.00503734906198912,-0.00808182595096901,0.000971688909744409,0.0047419861019674,-0.00908708778001916,-0.00198733268563506,-0.00190381121183314,0.000773324251696288,-0.00329630097019274
"3",0.0278661624475238,-0.00870908173032758,0.0367569162135823,0.0200060346388248,0.0247697029551307,-0.00773710266114072,-0.00307368567750041,-0.000237375582904645,0.0117806716840091,0.00289355280479235,0.00831771253143212,0.00638488974802955,-0.00493015288434969,0.0127088633100394,-0.0143174036345067,-0.0187297483579994,-0.018281999031347,-0.00328004678993051,0.00393816748414843,0.00715738589935507,0.0213098510612449,0.00824029368371465,0.00280860216527361,-0.0398947329342634,-0.010319219648548,-0.0183735669857833,0.00781169444730813,-0.0165333717202071,-0.00516725367395745,0.0171307029279813,-0.0254642048941751,-0.0160415873699695,0.0169970937283232,-0.02561281851067,-0.0341406498150061,-0.0095996338010717,-0.00181487130368333,-0.00368883869391323,-0.037191141048929,-0.000441336764133265
"4",0.0163027113091858,-0.00461480512897839,0.0200060346388247,0.0173504172284876,0.0107679655907412,-0.0262547631898887,0.00385712500612494,-0.0116030237615295,0.0108076330116278,-0.00208178144052095,0.00694056269604187,0.00521068395294996,0.0024249618804862,0.00367002667220719,-0.018091243598116,-0.011066512629951,-0.00344161332995265,-0.00500701057471224,0.0070270387009052,-0.00752518110908879,0.00527422671678099,-0.00269539638942411,-0.00680722114662256,-0.0202810008406714,-0.00429283336509451,-0.00241285737668958,-0.000851982831827417,-0.0168726839571224,-0.00370754880764368,0.0120479188921262,-0.0106073393043807,-0.0103891437447385,0.00901936204227686,-0.00780009938136479,-0.0158922876260206,-0.0154413661352389,-0.0143658219274588,-0.00774469453550906,-0.0193273045831311,-0.00579718883741772
"5",0.0192193937115351,-0.00810118788278705,0.0247697029551307,0.0107679655907413,0.0137710869474896,-0.00830654957649783,-0.00349431008411721,-0.00289784057273961,0.00456334377342168,0.00132704673800037,0.00305379283753127,0.000500398776388887,-0.00776242440964199,0.00685931823322749,-0.00487110695630673,-0.0153105955901119,-0.0177333073551208,0.00257946025372816,0.00120154658658742,0.00766636154736481,0.0149474919799074,0.0041755899862376,0.00136797404859941,-0.0290481121991999,-0.00927735619798617,-0.0154708751947204,0.00483853280603419,-0.0106675297503828,-0.00535675406831465,0.0116259311290698,-0.0187239981809871,-0.0129577780272861,0.0118036499929934,-0.0209868133153836,-0.0253731046681948,-0.00637319228495652,0.00839267244387632,-0.000896232393690489,-0.0276924796941103,-0.00152412838323679
"6",-0.00207879355350869,-0.0194567189686962,-0.00773710266114061,-0.0262547631898886,-0.00830654957649772,-0.0258472838611335,-0.0184808855638776,-0.00118358971966424,-0.0203561817236855,0.0049234408589559,-0.0156171662094761,-0.0126702734688877,-0.0167343103079488,-0.0174072211082319,0.024057597605237,-0.00153936204222145,-0.024685487358036,-0.00491256840824503,-0.0153559529897562,0.00606183988697715,0.00200832941906331,-0.00265558991252792,-0.00727607684789688,-0.00516383026194033,-0.00518292730840547,-0.016365929922076,0.0131598169459608,0.00933275037084352,-0.0108824660554141,-0.0123385360442207,-0.00742496652055985,-0.00525106818575162,-0.00591122397944992,-0.0179671292573623,-0.00794534753693715,0.00566091078390269,0.00198520620094301,-0.00350951828663927,-0.00817893152988756,-0.00770957340259708
"7",-0.00348803011788529,0.0032061911554666,-0.00307368567750053,0.00385712500612488,-0.00349431008411728,-0.0184808855638776,0.00218774266920574,-0.0135919133814264,0.00218075819337004,-0.00721606931654992,-0.00013415861399471,-0.000392717170475767,0.00307943589316904,-0.00578743676125323,-0.0147629592058122,-0.000793559461529205,0.00739616505649769,-0.00955959179837031,0.00304811054847732,-0.0118592620741188,-0.0102511891961203,-0.00954564916137433,-0.0101165512542959,0.00243865167912139,-0.00397278941596461,0.00674829198396055,-0.00705910249744224,-0.00791931940280077,-0.00318387927723475,0.000120285731821581,0.00334793039641927,-0.00114837290250695,-0.00336854969425621,0.00629003980489661,0.00268442621547486,-0.0110270780105005,-0.0139856363650196,-0.00620636355406019,0.0012955999625658,-0.00412476666188996
"8",-0.000800411696201561,-0.0119738605192038,-0.000237375582904566,-0.0116030237615293,-0.00289784057273952,-0.00118358971966423,-0.0135919133814263,-0.00606836857500606,-0.0106943982516602,-0.00425065143082379,-0.00807316455758896,-0.0117853206040882,-0.0113059276814321,-0.00491973407729408,0.00314507135745808,-0.00418249572139482,-0.0170504614700473,-0.00820615561163002,-0.00863103848826719,0.00612555845929435,0.00253218181870569,-0.000123940952114182,-0.00234202544819732,-0.00992012263413894,-0.0156537013699784,-0.0162806195789741,0.000598115234947124,0.00136516117031309,-0.00677151472052107,-0.00540425054685054,-0.00910600740430177,-0.00571339613025888,-0.0032172725687628,-0.0140160984072798,-0.011677737359834,0.000927552881855072,0.00571861261013412,-0.00288385193212912,-0.013700126725633,-0.00311666198414205
"9",0.0112697183388399,0.00034381620757163,0.0117806716840091,0.0108076330116278,0.0045633437734216,-0.0203561817236856,0.00218075819337006,-0.0106943982516603,0.00523397581412363,-0.00242059659670525,0.00346607974631073,0.0013458549449841,0.0027136004196864,-0.000383713753003339,-0.0103327777072988,-0.00672864295300646,-0.00146223653523848,-0.00609164954798087,0.00396340639506536,-0.00543529646550545,0.00261087593446281,-0.00396985693006664,-0.00508945854477462,-0.0107309823994261,-0.00402322525038855,-0.000586233705415504,-0.00119460051917466,-0.011236433357918,-0.00288000683661114,0.0073610323983479,-0.00569835805137295,-0.00612465676567228,0.00547988479037524,-0.00415737750704622,-0.00934182224392872,-0.0110844472817992,-0.00824131394081354,-0.00561682730018245,-0.0116199840196516,-0.00521401110722091
"10",0.00185363457729175,-0.00677514578346622,0.00289355280479237,-0.0020817814405209,0.00132704673800041,0.0049234408589559,-0.00721606931654989,-0.0042506514308238,-0.00242059659670521,-0.00445034213547822,-0.00132324875260011,-0.00542092999664369,-0.00428162133028935,0.00126374468139638,-0.00649560868777151,-0.00170486695005089,-0.00722025170490921,-0.0102704484932975,-0.0032374328390562,0.00176670037084455,0.00300464606089197,0.0019469094275599,-0.000253238945886468,-0.00811066103245225,-0.0109679994627276,-0.0106666097518727,-0.00209572898141629,-0.00153857773793923,-0.00219792487955833,-0.00161879323252184,-0.00647082229474368,-0.00347649516498072,-0.000894358857956181,-0.00675543225496329,-0.00866666092262933,-0.000982774287125601,-0.0028583966270831,-0.00394001418959524,-0.0106569619575395,-0.00128322385658345
"11",0.00854418749227004,-0.00396975550512205,0.00831771253143205,0.00694056269604185,0.00305379283753122,-0.0156171662094761,-0.000134158613994689,-0.00807316455758901,0.00346607974631073,-0.00132324875260014,0.00259361954404799,0.000738239793873947,0.00307657392352279,-0.000950852201412586,-0.00882019486060551,-0.0047771176229961,-0.00194262295450957,-0.00902304710709442,0.0019799735294687,-0.00607338531468795,0.00268585758342481,-0.00345497867438144,-0.00474853052196901,-0.00860058348877657,-0.00250137531955428,-0.00155025188190591,-0.000647668544919846,-0.00813888728849145,-0.003043712845017,0.00410587403838492,-0.00473921399923189,-0.00437585480996654,0.00241101074321461,-0.00321182170651816,-0.00741465987765715,-0.0090158892105615,-0.0112704733855199,-0.00669706715252833,-0.00941625954709131,-0.00598136018434282
"12",0.00568773014623596,-0.00164317103912009,0.00638488974802951,0.00521068395294998,0.000500398776388866,-0.0126702734688877,-0.000392717170475742,-0.0117853206040882,0.00134585494498413,-0.00542092999664371,0.000738239793873965,-0.00550769188698509,-0.00471345830644056,-0.000643386867370107,-0.0089224454507465,-0.0060531472292796,-0.00424367281299876,-0.00563052194089396,0.0010335895637033,-0.00228559233897117,0.000735179437313079,-0.00199544185843507,-0.00299793402563466,-0.00990264298291078,-0.00668593286510243,-0.00530263634259506,-0.0054081884915667,-0.0086157609146263,-0.000867174807353332,0.00380227265601107,-0.00587125114741666,-0.00633996327050403,0.00313097443521496,-0.00480014441998569,-0.00868616903854352,-0.00683720140849031,-0.00535292322462375,-0.00425231160141561,-0.0117114223881158,-0.00555239395695608
"13",0.00444782162889025,0.000953832049507411,-0.00493015288434978,0.00242496188048617,-0.00776242440964207,-0.0167343103079487,0.00307943589316907,-0.0113059276814321,0.00271360041968641,-0.00428162133028936,0.0030765739235228,-0.00471345830644057,-0.0258626075380603,-0.00547306364314866,-0.0203212915278075,-0.00221833458806584,0.00774395412089973,-0.0169998536464741,6.96841897849033e-06,-0.0163536945520762,-0.00395417172142017,-0.00840137004632814,-0.00694185813680124,-0.00609406063591105,0.0226445887420469,-0.0059949338349945,-0.0111506016880858,-0.00210124459605821,0.00143885190417646,-0.00141814475566547,0.00084084506911082,-0.00422902315541826,-0.00125475598744609,0.0106779860919633,-0.000262574143735426,-0.00644041475704011,-0.0195100107463232,-0.00755532470825389,0.00101750137272683,-0.0114666595793792
"14",0.0122356131974173,-0.00149490337774651,0.0127088633100394,0.00367002667220725,0.00685931823322748,-0.0174072211082319,-0.00578743676125318,-0.00491973407729413,-0.000383713753003291,0.00126374468139636,-0.000950852201412551,-0.000643386867370094,-0.00547306364314862,-0.00444505496286714,-0.00398056766356189,-0.00936908355718926,-0.00943862454618385,-0.0117977603775729,-0.00224246742654225,-0.00048128708980007,0.00669601519064118,-0.00340042641248163,-0.00394643484977934,-0.0161176440077186,-0.00336511511556162,-0.00828797988886505,0.00556541454831737,-0.00707050446602106,-0.00728395142628541,0.0040382481700538,-0.0109456382056728,-0.00720361944345889,0.00434930012580619,-0.0121109047701737,-0.0151320985290374,-0.00727641135170845,-0.0051825709448582,-0.00480492683566091,-0.0155388297468098,-0.00496385438421869
"15",-0.0165979534258347,-0.0069228205364982,-0.0143174036345066,-0.0180912435981159,-0.00487110695630661,0.0240575976052371,-0.0147629592058121,0.00314507135745814,-0.0103327777072988,-0.00649560868777147,-0.00882019486060546,-0.00892244545074644,-0.0203212915278075,-0.00398056766356181,-0.00792997010336871,0.00247111778541188,-0.00511448779556783,-0.0148082889687332,-0.0105060944237569,0.00201901581076885,-0.00686320241243862,-0.000516378944573297,-0.00170013127942453,-0.000782062697844905,-0.00665870822213018,-0.0139501611528018,-0.00429400294862224,0.00986055104357536,-0.00511875634824936,-0.0136308526092314,-0.00198192283377721,0.000899338520772491,-0.0121792869554775,-0.00198122188086667,-0.000980698737671871,0.0070485933051421,0.000119191314784065,-0.000385066698069872,0.001065438827016,0.00387842075864654
"16",-0.013809706114622,-0.0048951257529498,-0.0187297483579995,-0.011066512629951,-0.0153105955901119,-0.00153936204222139,-0.000793559461529256,-0.00418249572139479,-0.00672864295300649,-0.00170486695005088,-0.00477711762299613,-0.00605314722927962,-0.00221833458806589,-0.00936908355718928,0.00247111778541191,0.00439992813201085,0.00591175869394182,-0.00482368654239248,-0.00347535436186471,-0.00937360730257033,-0.010618338453923,-0.00934556724226043,-0.00541430678299398,0.0146467003957751,0.00934009841389557,0.00621585534016837,-0.00713202131314562,0.00628704548258484,-0.00116018626023029,-0.0097498308604,0.0105206616624212,0.00573220392588289,-0.0119879659540433,0.0120203246863669,0.0142311762922645,0.000106264973573839,-0.00507851152329935,-0.00254381396590665,0.0153761206814875,-0.00704220042477653
