"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",-0.000154695309611263,-0.0297866113749602,-0.00756913657301969,-0.0242499067004655,-0.0216608313170408,-0.0396717632697584,-0.0180839983408435,-0.0223943487211288,-0.0328556921577536,-0.0184288298928335,0.00117005661102079,-0.0252112116463596,-0.0143272957708863,0.0028070958716119,-0.0311383975304177,-0.0456938433828287,-0.0473701562731401,-0.0265212392803065,-0.0330856069504745,-0.0203073024045702,-0.00813574975559963,-0.0116180801294671,-0.0258272745433728,-0.0499825757026374,-0.0334256514862284,-0.032102292696121,-0.00247944298936107,-0.0296855862639315,-0.032575179546565,-0.0295115451445363,-0.0147391930527402,-0.0309746654565766,-0.0359856001622377,-0.0422860061982812,-0.0537029579624892,-0.0216643918873629,-0.0406567835494924,-0.0287574969558501,-0.0345479294654481,-0.0287067672481509
"2",-0.0297866113749606,-0.017756650840165,-0.0295051607734828,-0.0235812770579978,-0.0336705613560416,-0.0322319704670021,-0.0171345025311032,-0.0291936646544451,-0.0205409825223702,-0.0231072113771382,-0.0160928541265776,-0.0356195127733984,-0.0255276379741312,-0.0173902043500864,-0.0341235818022248,-0.0424833675860499,-0.0339549208328262,-0.0201924634486074,-0.0230590426383058,-0.0252952240168537,-0.0323157522624867,-0.0225242946944209,-0.0329444002372987,-0.026260912378555,-0.0269260133574081,-0.0178076471067095,-0.0193146992459839,-0.0220790778158837,-0.0298994616420654,-0.0241890425989272,-0.0106352544395585,-0.0330846182733084,-0.0316561083191101,-0.0208956759592971,-0.0288278910554296,-0.0241877270553829,-0.0329939025801082,-0.00956161055976112,-0.0317991168316483,-0.0118855599214813
"3",-0.00756913657301936,-0.0295051607734823,0.040426129835857,-0.00270324217664236,0.00673590342457119,-0.0204888561615848,-0.0312641182749557,-0.0155840594145763,-0.00417311537405644,-0.015781692512506,-0.0276775890572871,0.0118330642849006,-0.0112108277720774,-0.0164128824075615,-0.0227442097152052,-0.032514311801126,-0.0382375639340252,-0.021630444531329,-0.00920523880177784,0.000492098722546841,-0.000841214763943681,-0.0294219393773822,-0.0222964616476201,-0.0712127233260917,-0.0216279000558907,-0.0597483180607166,-0.00840169722252229,-0.0205170746015568,-0.00998910951956252,-0.00221535841345028,-0.0559005444881994,-0.0242774464763403,0.0182926488302658,-0.0528867335464428,-0.0702163257836007,-0.026617913636816,-0.0315128121780009,-0.0266307610294978,-0.0478007384154195,-0.0230338814364556
"4",-0.0242499067004656,-0.0235812770579978,-0.00270324217664277,0.0207582585668047,-0.00867917801231925,-0.0354547869556288,-0.000145361862068693,-0.0334781242726938,0.00164944736008268,-0.0145760848492759,-0.0263624740274741,0.00522219071996403,-0.0257688765518789,-0.0268503037457744,-0.0455576926684945,-0.0453279964355013,0.00696123595689294,-0.0333464857839362,0.0194464052436109,-0.0167808844924635,-0.0179849701206796,-0.0304081732209175,-0.0285863108267403,-0.0174969854590157,-0.0399705695008067,-0.0261277250757669,-0.016053558487339,-0.0431910779967199,-0.0233030414705405,-0.0102233441757795,-0.0227038143086895,-0.0415236375768245,-0.000849187579818255,-0.00128192393570507,-0.010359701978747,-0.0440117224605052,-0.038783820384439,-0.0286039038233468,-0.0359020718175011,-0.0306917767856964
"5",-0.0216608313170407,-0.0336705613560413,0.00673590342457088,-0.00867917801231907,0.0028009866325563,-0.0322744324943702,-0.0291297908052014,-0.0142325125239038,-0.0210507816825989,-0.0184429368390679,-0.0235086134999644,-0.0154339324943234,-0.0338379464392619,-0.032011217238239,-0.0295719336185366,-0.0290152415679287,-0.0284190692623496,-0.0336514366689501,-0.0115521279882526,0.00567548193401547,0.00401998261417219,-0.0180263392176781,-0.0064454492547466,-0.0455332778358843,-0.0335295885609548,-0.0464998792529628,-0.00836449514223146,-0.0271041346573572,-0.0289682212356778,-0.0221712848480301,-0.0519522290627423,-0.035420532100079,-0.00580238083462943,-0.0402207019073589,-0.046431359840419,-0.0363449255764258,-0.022332429783444,-0.0215781679254159,-0.0365090537728139,-0.0263065049310353
"6",-0.0396717632697587,-0.0322319704670019,-0.0204888561615854,-0.0354547869556288,-0.0322744324943705,-0.0480166414042125,-0.0470103113985791,-0.0253706186339779,-0.026225971483609,-0.024946433008269,-0.0336647489505081,-0.0385040308601449,-0.0377844586850907,-0.0456008871882852,-0.0215065898028289,-0.0305432583063915,-0.0538742586750131,-0.0359315544651008,-0.0398544489880931,-0.0282774389851677,-0.0376514307944723,-0.0319273846536289,-0.0230374782163562,-0.0401197390412429,-0.0255485699378635,-0.0195788304044306,-0.0276529169958426,-0.0134964024413547,-0.0212948614062381,-0.0285475288774266,-0.0422240330064502,-0.0287744945752547,-0.0312992510161864,-0.0464341068412276,-0.041177694028524,-0.0240378055014193,-0.0329328485997928,-0.00925733287182151,-0.0293085509390502,-0.0118061018927125
"7",-0.018083998340844,-0.0171345025311034,-0.0312641182749562,-0.000145361862068879,-0.0291297908052018,-0.0470103113985793,0.00477755667071397,-0.0286237336374064,-0.0172084515219021,-0.0133359529985016,-0.00667069650401062,-0.0186868894758058,-0.0184948867770159,-0.0158143121427613,-0.0365038239479863,-0.0399302229937454,-0.00384860105170515,-0.0325800481087645,-0.00172182365574431,-0.0305124516650243,-0.0278781048764113,-0.0179880911946573,-0.0250761402727379,-0.00384579115782578,-0.0334085656344171,0.00181448049996242,-0.0145946515277703,-0.0382883044847886,-0.0249284328384276,-0.0252401332227667,0.0041705987124388,-0.0349618993417662,-0.0359016525304201,0.00448071026519769,0.00130756887426948,-0.0306281754920555,-0.0408799319694102,-0.0235493374256329,-0.021837862560779,-0.0266724197492171
"8",-0.022394348721129,-0.0291936646544449,-0.0155840594145768,-0.0334781242726937,-0.014232512523904,-0.0253706186339778,-0.028623733637406,-0.021081866693028,-0.0381803137075386,-0.0241080428102173,-0.0200386389241282,-0.0365136077037936,-0.0311023265819147,-0.0301262510153324,-0.0301981057340773,-0.0197580865870859,-0.0300833905891141,-0.0275629845750766,-0.0385660873349972,-0.00975198162057711,-0.0093844513005355,-0.0262274942843292,-0.0119521912466993,-0.0306910874959802,-0.0280560017367176,-0.0489586498290113,-0.0182754742871986,-0.0182076910630082,-0.0346875685210597,-0.0303987958124208,-0.0374131191342225,-0.0199814120949549,-0.0193660258867806,-0.0371353791922772,-0.0338801774396504,-0.0217413021421574,-0.0165017113634996,-0.0292152156323212,-0.0315439736640517,-0.0367247469560777
"9",-0.0328556921577538,-0.0205409825223701,-0.00417311537405692,0.0016494473600827,-0.0210507816825991,-0.0262259714836089,-0.0172084515219019,-0.0381803137075387,0.000465535458837464,-0.0220010483321106,-0.0350479368041177,-0.00622225293023335,-0.0272973902167241,-0.0345384150420131,-0.0408120010570528,-0.0397543332087557,-0.0160810304217047,-0.0250751669748622,-3.99301127859971e-05,-0.0230677882078675,-0.0337412579299395,-0.0383526917078997,-0.034489422540667,-0.0293750828224432,-0.028926196048448,-0.0295113986194982,-0.0276918262575141,-0.0221818924188984,-0.0177669275064331,-0.00904478961318831,-0.0301256022037063,-0.0336209866126197,0.00108041847844715,-0.0180625805533813,-0.0255231572917394,-0.0305112475653594,-0.0350969114905858,-0.0156385088475424,-0.0389746954994954,-0.0192338358059581
"10",-0.0184288298928337,-0.0231072113771381,-0.0157816925125064,-0.0145760848492758,-0.0184429368390681,-0.0249464330082691,-0.0133359529985014,-0.0241080428102173,-0.0220010483321106,-0.0209514433028702,-0.0113197223418223,-0.0242379807785224,-0.0229418742781369,-0.0147111596441157,-0.0330981090559595,-0.0319127977028364,-0.0229039944166102,-0.0226247688126957,-0.0168474989869389,-0.0125962363370091,-0.0121782401834295,-0.0157722938288015,-0.0207814694553672,-0.0270983413570638,-0.028325026287173,-0.026334438841185,-0.0143124826761478,-0.0210278295866959,-0.0297756191320213,-0.0230115223372155,-0.016410385988331,-0.0272426351098549,-0.0216381953319485,-0.0222921896101389,-0.0282991274949902,-0.0222649148070887,-0.0265293693443876,-0.0175368509586269,-0.0283272217270051,-0.0221125725419033
