"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
2.57212418399189,0.272207891162788,-0.502067066765813,-0.0826266923749022,0,-0.0586765352981467,0,0,-0.235509263999071,0,-0.186734270657029,0,0,-0.217692335715645,0,0.178747858193705,0,0.0364436682197489,0.0744900875799926,0.271681054793073,-0.581760169800305,0,0,0.295217073979877,0.0475158856944686,0,-0.0625260867158778,0.110945346052544,0,0,0.0827396420051131,0,0,0.263116229611035,0,0,0.431319796573531,0.066236414550122,0.224744396394996,0
0.272194917420594,1.4362003333096,0.00558412292730311,0.0106064724940598,0.0738695839122892,0.189622069238321,0,0.10497468394298,0,0,0,-0.0134412129879897,0,-0.0194808222580824,0,0.0896147390486313,0.142158048224901,-0.37269174373732,-0.0864034593476138,0.184886665535097,0.195710170068674,0,0.140278966202573,0.137693519938052,0.030051215913981,-0.0969892918913023,0.0780425795676955,0.0579667715812191,0.0223339591196994,0,-0.0353567785270199,0.0725495201238125,0.134725209032093,0,0,0.0378862979757141,0,0,0,0
-0.502153840463131,0.00561552846084806,3.55368690652585,-0.982113142261009,-0.447683316296223,0,0,0,0,0,0.0303437514543865,0,0.00543419985632194,-0.0318437181448762,0.0404152287847625,0.0611748080393868,0.217900971774806,0,0,0,-0.270595346192187,0,0,0.375386520093423,0.123204292103706,0.17952757208508,0,0,0,-0.294053276005626,0.533505972525663,0.0298007770269597,-0.109628628460896,0.111092781728791,0.175333042867844,0,0,0,0.0375039869903292,0
-0.0826098374628799,0.0106106998955709,-0.982138854771317,2.40587594097678,-0.404953460696489,0.370845217578482,-0.171974521678874,0,-0.536028041951112,0.0452062626240287,0,0,0,-0.0028822952343679,0.0957194450728116,0,-0.110547995620458,0,-0.251670138569543,0.110284670175789,0,0,0,0,0,0,0.0702880877721536,0.0536702702111424,0.206615155935384,-0.0559031972574634,0,0,0,0,0,0.262898528577531,0.303953762158224,0.0154534011751655,0,0
0,0.0738892144029552,-0.447721261603083,-0.404903696571607,2.32328052047404,0.0861013660276012,0,0.0681946512714313,0.0407844029855922,0.0667699508804397,0.0184333477208073,0.115109538239893,0.0403787567858001,0,0,0,0,0,0,-0.273382392792453,-0.174113197497941,0,-0.0709408870580173,0.149260895042309,0,0,0.0242715205522604,0.142988382681728,0,-0.132502556965095,0.338837284131632,0,-0.171342576021709,0.208978444758446,0,0,-0.412296676901262,0,0,0
-0.0586670919745584,0.189618562932396,0,0.370869011782767,0.0861121095522199,1.6028651123773,0.0903329505920621,0,0.0429868557304132,-0.0267530584854473,0.0869728791001166,0,0.113191666337917,0.224296069645974,-0.34043910650422,-0.0103908442713232,0.179674795418177,0,0.050238468598347,0,0,0,0.11865629902578,0,0,0.105321757011825,-0.170546599202782,-0.0900105104519271,0.0627901339123259,0.0405874501303124,0.0790380770219363,0,0,0.279145588867469,0.0735232735615539,-0.000127170226362038,0.0490864147105366,0.0208007810644263,0.0247754228049442,0.0760810281754052
0,0,0,-0.171980983179439,0,0.0903264764749078,1.34679407076739,0,0,0.0503246429531597,-0.141862691785364,0,0,0,0.0486278595619006,0,-0.193491247330379,0.110205387787316,-0.00626363140570839,0.110735083992564,0.22522768293963,0.148896100895329,0.127709373719306,0,0.213482955554131,-0.160263691181962,-0.173114115604782,0.0443658783593643,0,0,-0.0986236940241701,0,-0.0460104339385619,-0.0197650963371324,-0.0177639495036714,0.0772392518241855,0.0101057311109169,0.0176930339010003,0,0.0874358592605523
0,0.104989482237648,0,0,0.0681833435616475,0,0,1.30109298986898,0.147616291493993,0.0781461503046798,0,0.194271505944344,0,0,0,0,0.0830859396985154,0.0942623484319815,0.0178046645534679,-0.285904561585339,-0.0455965847154369,0,0,0,0.135987193987588,0.135156682929504,0,0,0,0,0,0.0154224338457057,0,0,0.0626362683059343,0,-0.0824500909052911,0.0205169683769998,0.0757328850707761,0
-0.235540630186074,0,0,-0.536023563671538,0.04078648865705,0.0429832855179378,0,0.147619403187977,1.42399625816654,0.0466904437188484,0,0,-0.0405140614401591,0.034068432648234,0,0.0381334103587842,-0.0183578011485138,0,-0.185991841391679,0,0.163540049222926,0.122318424855923,0.0367141192899979,0,0,0.151969417466559,-0.0751243656940753,0.0401345622534605,0,0,0.0132867286699019,0,-0.0619177976498995,0,0.0283633996766608,0,0,0,0,0
0,0,0,0.0452043926043347,0.0667693318146777,-0.0267568032215693,0.0503303319956213,0.0781465722583573,0.0466944195147939,1.13960214930417,-0.0369297620587444,0,0,0,0.0834062553376299,0,0,0.0650477507795526,0,0,-0.220021355433083,-0.0530023921140449,0,0,0.150232351087543,0.0969761424187399,0.105745158192976,0,0,0.164417692772378,0,0,0,0,0,0,0,0,0.207953396509069,0
