,1952,12574,15728,48084,54563,145801,147969,161423,162623,173863,173900,173969,174818,174840,174924,175145,175180,175704,176008,176269,176306,176346,177037,177581,178686,179826,180155,180414,180468,180606,180999,181756,182886,183207,183698,183824,184209,184561,188735,190675,191718,192983,193233,193667,193709,193863,193968,194089,195105,195651,197072,197354,198190,198449,199490,211706,248902,313593,336710,352034,357046,359872,365536,548587,584375,592616,730906,797229,798581,814442,825808,1504042,1919007,1951826,2035344,2407149,2506486,2532173,2582660,2686384,2829179,2943548,2979308,3138798,3275562,3302038,3472078,3794053,3903651,3931537,4045882,4052330,4111715,4217963,4232045,4278525,4306262,4318125,4325096,4326080,4328910,4331360,4346675,4347159,4347520,4352657,4357811,4359797,4361189,4361727,4365130,4371061,4371463,4376828,4378683,4381430,4381553,4392188,4393532,4401580,4405104,4409730,4414476,4416570,4424063,4425214,4426438,4431545,4431558,4434334,4435400,4436552,4439469,4439603,4443172,4444262,4446320,4447072,4447188,4447950,4448331,4448492,4449054,4449236,4449851,4453609,4454025,4454531,4456027,4457438,4457872,4458306,4459196,4463532,4464173,4465072,4465907,4467447,4468234,4468506,4469007,4469576,4471245,4471854,4472091,4472174,4472202,4472399,4473509,4473788,4474380,4475758,4476604,4477696,4477861,4478125,4478815,4479397,4479443,4479989,4480244,4480529,4481131,4481195,4481427,4481613,4483963
1952,1.1444962366765257,0.0,0.011867283997962316,0.009825641342249239,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08250679847215434,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03554424837130625,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03421688443912177,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.014809495463707772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.04148515310099998,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.046043698232673264,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.05507218334385397,-0.0,0.0,0.0,0.0,0.0,0.0,0.006238467620368768,0.0,0.0,0.10346487123506404,0.0,0.0,-0.12831406750347346,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.06883295192247149,-0.17143841354727954,-0.0,0.02463138211753166,-0.08686701791813767,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.04384496469782312,0.0,-0.0,-0.0,0.02811271013934441,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.00224294311000163,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.014503694931720948,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.026878162401336544
12574,0.0,1.6977019666296973,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.016407157936000033,0.0,0.0,-0.01090397784925716,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.049006850875701544,-0.0,-0.0332379703602432,-0.0009949219047479738,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.10180118081987452,0.0,-0.0,-0.012829891839971588,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.10561043600289696,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.07600440766952679,-0.007922995692199356,0.02661458149383311,-0.0,0.0,0.0,-0.003747074680202883,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.04548232823785618,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.02334069172676785,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.017264368740438643,0.0,0.0,0.0,0.014165702531457547,-0.0,0.0,0.0,-0.0,0.014616640869398359,0.0,0.0,-0.23856598082954705,0.0,-0.057048238275047944,0.0,-0.0,-0.02596245769352333,-0.0,0.0,-0.29347736718456,0.10233586027759584,0.0,-0.051100669715097136,0.0,0.0,0.0,-0.0,0.0019577888469599347,0.0,0.0025326745257902433,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.09732533948419544,0.0,0.0,0.0035312845860005215,-0.0,0.05110516885842531,0.04853456724688256,0.04339467314447333,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0636587044576058,-0.0,-0.0,-0.0,0.06453223300306278,0.0,0.0,0.0,-0.33746310097101,0.05809834233269008,0.0,0.03279993731721641,-0.01523172866460104,0.06499482786295832,0.0,0.0
15728,0.011867283997962302,0.0,1.056988534091582,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.01605902634072026,-0.02594998155522936,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.005429507689561117,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.014528513702991866,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.017855051836322564,0.0,0.0,0.0,-0.11492405838593053,0.0,0.0,0.0,0.0,-0.004479737850144827,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.08433733203295954,-0.0,-0.022684894707060074,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.07111390871662635,0.0,0.0,0.0,-0.008202730399030675,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.014299754181828592,-0.0,0.0,0.0,-0.031936533492150504,0.0,-0.0,-0.0,-0.030863314596236993,0.0,-0.0,0.0,-0.08457684552083619,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0006544640179025965,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.03387343745758603,-0.0,0.0,-0.0,0.0,0.0,-0.0004848128088323078,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
48084,0.009825641342249253,0.0,0.0,1.124271267660231,0.0,0.0,0.007246324452061484,0.03574811263102402,0.0,-0.0,-0.0,0.0,-0.0,-0.028574104857679486,-0.038307313171315915,-0.0,0.0,0.0,0.0,-0.050471183442340806,-0.0,0.0,-0.0,-0.0,-0.0,-0.0056026125852488146,0.0,0.0,-0.08901528666752445,0.0,-0.007227795300271511,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0683457159949914,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.02674798824616452,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.03760605742160608,0.02451053274777716,-0.018174135335537578,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.06673346781015405,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0005511421465925342,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0514955253600681,0.03826296711821173,0.0,0.0,-0.0,0.0,-0.0,-0.012762383169208871,-0.07512772961782857,-0.027810117859717057,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.020642942169888517,-0.0,-0.0,0.0,0.09364843321796767,-0.0,0.0,-0.09668049209037943,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
54563,0.0,-0.0,0.0,0.0,1.4632971494729599,-0.08234655898827953,0.0,0.03136205661277695,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.01501785113429796,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.019131334307946946,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.02509240167919062,-0.005123184672548645,-0.0,0.0,-0.004041349467479985,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.10915711628058994,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.03554708731176738,0.0,-0.1396949193221171,-0.0,0.0,0.0,0.0,0.0,0.0,0.0064070842748758655,0.0,-0.0,0.0,0.07485726033848583,0.0,-0.0,-0.10614059613964166,-0.0,-0.0,-0.0,-0.07828130462664515,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.24665762192751756,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.2651201958683808,-0.11875568365601552,-0.0,-0.06637946894487268,0.0,-0.004730078266958565,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06768683577356907,-0.0,-0.07632167486349933,-0.0,0.02048666702059805,-0.002697194136218606,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
145801,0.0,-0.0,-0.0,0.0,-0.0823465589882795,1.748696088412151,0.0,0.0,-0.0,0.0,-0.0,0.0298961934461357,0.0,0.0,0.0,0.0,-0.0,-0.00812357821709192,-0.03993961869027399,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.031346529718174934,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.04485404971495277,-0.0,0.0,0.0,-0.0,-0.0,0.0585821000957121,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.3756482977898698,-0.0,-0.0,0.0,-0.0,0.06782935216333547,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.1334358750855254,0.013031333983629337,-0.03604918608690208,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.035755843563814935,-0.03140360486079999,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.025194035300814738,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.013932762657082418,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.001398542738102318,-0.009613312523194431,0.0,0.0,-0.0,0.011298082670434459,0.1300991029725434,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.07575587462599045,0.0,-0.0,0.0,-0.0,-0.10314667473594852,0.0,0.09285990710647757,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.007659892492208303,-0.0,0.0,-0.12296337211654518,-0.083604536863604,0.005659249803359634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3669381492138203,-0.0,-0.0,0.05524188555647809,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147969,0.0,-0.0,0.0,0.007246324452061484,0.0,0.0,1.087167209386012,0.0,-0.0,-0.0,-0.10654737243557261,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.010653250508483925,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.10895809942882767,0.0,-0.0,-0.0,0.0,-0.016024842988745416,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03608733375827666,0.0,0.0,0.004370286771492121,0.0,-0.0,-0.0,-0.024834136844326532,0.0,0.0,-0.0,-0.0,0.0,-0.009826258404793106,-0.0,-0.0,0.0,0.0,0.0,-0.14198308832080964,-0.003446943490329868,-0.0,-0.0,-0.0,0.0,0.0,0.06577558156879612,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.028126810830811547,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.002601728665790698,0.004445596722851039,-0.0,-0.17841787969241266,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.025182919102364934,-0.0,-0.0,-0.0,-0.0,0.0,0.008072312399589526,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.027859177242613928,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.02144220530611017,-0.0,0.0,0.0,0.0,0.0,0.0,-0.004341939080705376,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.002364401186712488,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
161423,-0.0,0.0,-0.0,0.03574811263102404,0.03136205661277697,0.0,0.0,3.0463976264507915,0.08636056136116455,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0028132372703289915,0.0,0.03316411202918146,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.008694102337396259,-0.0,0.0,-0.05097435729728275,0.11225982779595309,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.22286482028706128,0.0,0.0,-0.0,0.037085324766929995,-0.0,0.0,0.0,-0.12491472412471724,-0.022520318732997674,-0.0,0.0,0.0,0.026864527245117634,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.033938769589618833,0.0,0.01923272072457098,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0063031061887133255,0.0,0.055685690013988584,-0.0,-1.1221753136434391,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.15439350443757555,-0.0,-0.0,0.005327220584952025,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.002881133271685002,-0.2559282199851086,0.0,-0.0,-0.14528691014028516,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1.0833679208138873,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.016758625631573612,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0618360960953572
162623,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.08636056136116457,1.8562962475156328,0.0,-0.0,0.0,-0.0,-0.1316646639782971,-0.0,-0.3811389491298789,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.001747624737161245,0.0,0.0,-0.0,-0.20365412601247507,0.0,-0.0,0.0,-0.10506747738338762,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12815410854555606,0.0,-0.0,0.05185189489992559,-0.04020966964012197,0.0,-0.0,-0.0,-0.09869925195904466,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.043648264843437395,0.0,-0.02524495994335435,0.0,0.05231806978082004,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.14933591680533603,0.0,0.0220181501691728,-0.0,-0.0,-0.0,-0.09655404708170284,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0220160531450634,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.06733782332624269,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.08036518659551417,0.0,-0.0,0.0,-0.0,0.004466976261281258,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.14012413888264152,0.0,0.020365462849136345,-0.0,0.0,0.0,-0.0,-0.0,8.191131141749991e-05,0.0,0.0,0.0,0.0,-0.45384373190604493,0.0,-0.0,-0.0,-0.013279000687109674,-0.0,0.0,0.061929934470266554,0.0,-0.0,-0.06287539309240928,-0.0,0.0,0.11281879000791248,-0.003487877535334652,0.0,0.0,0.0
