,1952,73000,145801,161423,170462,174818,176269,182643,193233,193709,197072,357046,359872,365385,548587,584375,606927,743082,797229,814442,825808,1142029,1504042,1696853,1951826,2407149,2686384,3128077,3472078,3903651,3908639,3931537,4052330,4111715,4232045,4278525,4328910,4335781,4344883,4347159,4354477,4359590,4365130,4376828,4378683,4381430,4381553,4384058,4388174,4392188,4393532,4401580,4409730,4411295,4413347,4416570,4425214,4433823,4434334,4436046,4439469,4439603,4442130,4443172,4445673,4446320,4447072,4447188,4447950,4448331,4449054,4449236,4449851,4453609,4454025,4454531,4454839,4457438,4457872,4458306,4459196,4461030,4465907,4467447,4468234,4469576,4472091,4472174,4472399,4475758,4476604,4477696,4478125,4478815,4479397,4479405,4479989,4481131,4481427,4481613,4481861
1952,1.222034678832859,0.0,0.0,-0.0,0.0826633788692176,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.05463534334212371,-0.0804388291839706,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0661591158088356,0.0,0.0,0.0,-0.0,0.0,-0.07738210090295469,0.0,-0.0,0.05264982452023377,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06293386609711853,-0.0,-0.0,0.004444431951457259,0.0,0.009910273866938324,0.031118160269215434,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.07397951190985286,-0.0,-0.1801683664080419,-0.0,-0.09413115981719344,-0.0011890264927826369,0.0,-0.15119495432689573,-0.0,0.0,0.0,0.0,-0.03318622531868913,0.004262123905208304,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.02264545970439183,0.0,0.0,0.021990147939180943,0.05734826090066167,-0.06376040492854909,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
73000,0.0,1.4620889727757898,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0908318891669439,-0.09938228664183016,-0.0,-0.020539200241412453,0.08200664664353713,0.0,0.08999444334489559,-0.0,-0.0,0.0,-0.04808449446983089,-0.018420664155518324,0.0,-0.0,-0.0,0.01533730825354332,-0.0,-0.0,0.0,-0.0,-0.021123949461819086,-0.04610544274312847,-0.1803349793273074,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.045405926882144246,0.0,-0.0,-0.056596782979078594,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.009533098770519291,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.06282404065500609,0.0,0.0,-0.0,0.0,0.03174125123227317,-0.0266352645717067,0.0,0.0,-0.054167954594831313,-0.0,0.02186927670274061,0.01842296159065071,-0.18130319870427575,0.0,-0.0,0.03625680118140795,0.007830240621786652,0.06676568975077271,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.06350711171916718,0.09482408374219195,0.0,-0.0,-0.0,0.07853605525739848,0.0,0.0,-0.0
145801,0.0,-0.0,1.3216602911371584,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.01154600223600738,0.0,0.0,-0.04826129585292181,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.15422664475378786,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0234396102647252,0.0,0.0,-0.0,-0.09568460790466579,0.0,0.0,0.0,-0.0,0.03781143044246353,-0.0,-0.0,0.0,-0.07703368959507789,-0.0,0.0,0.0,0.0,-0.05305602228320805,-0.19911278517671788,0.0,0.0,-0.0,0.009498814206832476,0.0,0.0,0.0,0.019888107736186336,0.0,-0.0,0.029038643516792112,0.0,-0.0,0.0051290263139524145,-0.0,-0.0,0.0,0.11144955182935132,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2922981883498732,-0.0,0.13317544954763572,0.0,0.0,0.002047538460192455,0.0,0.014171893912340486,0.0,0.0,-0.0
161423,-0.0,0.0,0.0,1.9056000688481727,0.05808285874424446,0.0,0.0,0.0,-0.006562407646002424,0.0,-0.001403190163171343,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44423715357628174,0.0,0.0,0.0,0.0,0.0,-0.5299397274344273,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03682035517291207,0.0,0.0,0.0,0.041830407315258514,0.0,0.0,0.0,0.008464134694334852,-0.0,0.0,0.06962983751688234,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.008022003671844885,-0.0,-0.0,-0.0956357438278265,0.0,-0.11294898359297878,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.007386238434114234,0.0,0.0,-0.0,-0.6262571961835297,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
170462,0.0826633788692176,0.0,-0.0,0.05808285874424447,1.1199228083259962,-0.017779700632530426,0.0,0.0,0.058908436649083795,-0.06311523991613616,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.010417798148487312,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.004351352626860122,0.0,-0.0,-0.05074497909452827,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.044996821873350995,0.0,-0.0,-0.07277611035970372,-0.139337315836282,-0.0,0.0,0.0,0.0,-0.028848430092350302,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.07337315707742481,-0.08316488879803716,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.03557310483517859,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.005265054851253614,0.0,0.0,-0.023892219797686368,-0.007290704270714515,-0.0,-0.0,0.02245232970272036,-0.0,-0.0,0.0,-0.05369973305147144,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
174818,0.0,0.0,0.0,0.0,-0.017779700632530426,2.297828738763899,-0.0,-0.0014851723707638848,0.0,-0.9626212323742305,0.0,-0.0,0.0,0.0,0.0,0.0,0.009978207471142808,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.002562214265475926,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5267402820578102,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.005420072952863925,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.15945920539276026,0.0,-0.0,0.0737743371755413,0.0,0.0,0.13076931487402402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0701181446919854,-0.0,0.0,-0.08269939384937439,0.0,-0.013193392438916887,0.0,0.0,-0.0,-0.0,0.0,-0.017117326969420296,0.0,0.0,-0.03808554935792588,-0.2479081930878812,-0.011382546837867644,0.0,0.0,0.0,-0.0,-0.23778138768091617,-0.0,0.0
176269,0.0,0.0,0.0,0.0,0.0,-0.0,1.7800069274345303,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.8295542725686584,0.0,0.03399559337351947,0.0,0.0,0.0,-0.05892783663729996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.11586190372668675,0.02417293430522678,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.04660967942225265,0.0,-0.0,0.0,0.0,-0.0,0.05250736550337107,0.0,-0.05394629735025594,0.0,-0.0,0.0,0.0,0.0,-0.06224432134939448,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.060231238598858886,0.0,0.0,-0.0,-0.14400036210184125,-0.15081216319508606,0.0,0.0,0.0,-0.08435322613134685,-0.0,0.0,0.0
182643,0.0,-0.0,0.0,0.0,0.0,-0.001485172370763857,-0.0,1.879597931670367,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.02801664454674946,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0032410706110064663,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.016628541571480887,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.014089195366150276,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.022867345106589415,-0.0,0.0,-0.0,-0.0,-1.2652815525139316,0.0,0.0,0.0,0.0,0.030891435324959915,0.0,0.0,0.0,0.01036409108336718,0.0,0.0,-0.0,0.05387965062352017,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07177017228332061,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
193233,-0.0,0.0,0.0,-0.006562407646002424,0.05890843664908378,0.0,0.0,0.0,2.052288667348567,0.0,-0.0991187715633946,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.010431325977717162,-0.0,0.0,0.0,0.0,0.05394613015489222,-0.0,-0.0,-0.10491795481668426,0.0,0.0,0.0,0.0,-0.0,0.0,-0.011000348705724111,0.0,0.0,0.0,0.0,0.0,0.0,0.03380573734594505,0.0,-0.09655149764075555,0.0,0.0,0.0,0.0,0.0,-0.009383372901814555,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.019736800824222425,-0.4377025783083387,-0.7264913563683524,-0.0,-0.0,-0.04923525824479774,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.44261313111563855,0.0,0.03648898005062799,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0029616860215384427,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.006714438380487839,0.0,0.0
