,12574,13463,14280,14285,30062,32546,62513,71165,97301,104135,105409,128382,129798,134265,134786,137183,138179,145801,146226,146586,148354,152450,163857,171532,173863,174818,174831,174840,175062,176306,176312,178387,179358,179585,179620,180112,185203,189083,191718,193968,198869,198893,246330,246717,253584,259604,269937,291725,296082,297414,300829,312882,314915,328472,359872,362308,376621,403258,434992,451449,455407,495007,495017,495050,495079,495086,495394,495451,503372,505670,514453,523577,531299,543900,650171,654307,683241,690552,692756,730906,731422,753638,755148,760967,813479,828676,847228,851634,851668,851682,851821,869796,874462,942245,950922,955102,963239,963606,964363,984326,994357,1000592,1000986,1007750,1013285,1015518,1035532,1039584,1044419,1062356,1066814,1073476,1077373,1082607,1096610,1098434,1099710,1100471,1101672,1102370,1103499,1105876,1134151,1142029,1146291,1504042,1903534,2035344,2056702,2407149,2582660,2771891,3325988,3805726,3903651,3943186,4102199,4301511,4307093,4307383,4315100,4318284,4324245,4326870,4328910,4331360,4332078,4344651,4346675,4347159,4349518,4349519,4352657,4356065,4359797,4364405,4365130,4371061,4397092,4397098,4403632,4409730,4410166,4412540,4414822,4415689,4416570,4424063,4425214,4426051,4426438,4427114,4429335,4430581,4430843,4431355,4432889,4434334,4434579,4436552,4437359,4439469,4441343,4442130,4443172,4446058,4447072,4447950,4448331,4448492,4449054,4453535,4454432,4454507,4454531,4454586,4454839,4457438,4457872,4458306,4458576,4462432,4464173,4465072,4465284,4465907,4466843,4467447,4468234,4468391,4468466,4468506,4469576,4470078,4471251,4471854,4472091,4472202,4473509,4473664,4474380,4475758,4476186,4476527,4476604,4476950,4477696,4478125,4478815,4479397,4479405,4479443,4479989,4480244,4480359,4480529,4480861,4481131,4481427,4481613,4483015
12574,1.5923495864300607,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0030236304888659055,0.0,0.0,-0.0,0.0691113536777363,0.0,0.0,0.0,0.0,0.011945134809676364,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.006470218795059018,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.08917893754834744,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.03946790153860488,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.25651283080021664,0.0,-0.0,0.0,-0.0,0.0,0.026697949606968946,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.024503167621977698,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0728980391279313,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.10803824295855774,0.0,-0.02255299442108695,-0.1372741644644312,0.0,0.0,-0.01654275727196282,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03237563727677631,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.1517106186148909,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.03726228437433923,-0.0,-0.0,0.0,0.0,0.014064455420718033,-0.0,0.0,-0.17972946360234232,0.0,-0.0,0.0,0.0,0.016639811207523836,-0.0,0.0,-0.19121781846901714,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.012781779079496791,0.0,0.0,-0.0,-0.016461386869272163,0.0,0.0,0.0,0.0,-0.027210984270878494,-0.0,-0.050989660530150235,-0.13711698425087976,0.0,0.0,-0.0,-0.0,-0.0,0.0198336331330176,-0.0,0.0,0.0,-0.0,0.0,-0.0700239050273781,0.0,-0.0,0.015280510720846463,0.0,0.0,-0.2446100935569765,-0.03846785757280323,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.22972041329770554
13463,0.0,2.6440319892134743,0.05908963686073715,0.0,0.0,0.0,0.02493800724382192,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.008211662789415,0.0648414839702589,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01599734714180906,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01822294338901953,0.0,0.0,0.0,0.03146983064888792,0.0,0.017147757255195656,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.009326321212215077,-0.2599376676720494,0.0,-0.0,0.0,-0.22345868055878804,0.10824133178492204,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.030233972328632744,-0.1285348831774297,0.0,0.0,0.0,0.0,-0.0,0.0,-0.16002400243667136,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0030987116619336508,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.6679840131579522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0042483352670065755,-0.0,0.0,-0.0,-0.036367553897348026,0.0,0.0,0.0,0.0,0.0,0.0,-0.8659067980340898,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.566175483827364,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
14280,0.0,0.05908963686073715,1.899581928891649,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.017688969923337544,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.008263876671573175,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.029445741299437625,0.0,0.0,-0.0,-0.0846740636359222,0.0,0.0,0.0,0.0,-0.16301026920900666,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.11378146704375658,-0.0,0.0,-0.0,-0.0,-0.0,-0.02416165654285163,0.0,-0.0,0.0,0.0,0.0,-0.0,0.019001244580116358,0.0,-0.0,-0.07903889551939422,0.0,-0.0,0.0,-0.26325217218509867,-0.0,-0.0,0.0,0.0,-0.0,-0.19748084672868027,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.08970189191428843,-0.0,0.0,-0.1848639442278097,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24410049927104233,-0.0,0.0,0.0,-0.13413753936898856,0.0,-0.0,-0.0693720938433171,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.2632884209433888,-0.0,0.00526485847097502,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1176675552294906,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.07764459698361761,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0662497069107687,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.01843010520070637,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.045954849254221636,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.002558626990012136,0.014927114361696414,0.0,0.0,-0.0,0.0,0.0,0.0,-0.07311578197116464,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
14285,-0.0,0.0,0.0,2.5901590865962527,-0.4708439207840889,-0.0,0.0,0.0,-0.2980063703890302,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.018009755112648337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007656377822585256,-0.0,0.0,0.0,0.0,0.0,0.0,0.012364040511449181,0.0,0.0,-0.0,0.0,-0.0338796976682022,-0.0,-0.007202180959059959,0.0,-0.0,-0.9507607515478718,-0.0,-0.0,-0.0940142021923091,-0.09401745049410959,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.24367261258835748,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0793048940451758,-0.0,0.0,0.028340265795947908,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.20487561522563197,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09268705836651284,0.0,0.0,0.0,-0.31773400429516774,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.19352196447287429,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.015061884096467387,0.0,0.0,0.02483174938962257,0.0,0.0,0.0,0.0,0.0,0.047815741219081276,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0660661653891284,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
30062,0.0,0.0,0.0,-0.4708439207840889,1.968120698377379,0.0,0.0,0.0,-0.0501917433535647,0.0,0.0,-0.09339380864905528,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.030308101098238338,0.0,0.0,0.0,0.009868415040032483,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.045623892723985926,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.266572677629787,0.03958126462617528,0.0,-0.0,-0.0,0.0,-0.0,-0.1451943694288698,0.0,0.036749826962049925,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,3.531287694834295e-05,0.0,-0.0,-0.0,-0.2221142459592128,0.0,0.0,-0.0,0.0,-0.0,-0.055714276920295125,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.057692165504482085,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.008313965721944802,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.07968288234800025,0.10354794094441216,0.0,0.0,-0.0,-0.0,0.0,-0.4479917081694478,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.024723630317832743,0.0,-0.0,-0.0,0.0,0.04932754751427604,0.0,-0.0,-0.0,-0.10805349563857919,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.11167115107106446,-0.0,0.0,0.019448291675241494,-0.0,0.0,0.0,-0.0,0.0,0.0,0.05133027127521669,0.0,0.0,-0.0,0.0,0.031768448060545254,-0.0,0.0,0.0,-0.0,0.05225820015353844,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.04656592252973912,0.0,0.0,0.0,-0.0
32546,-0.0,0.0,-0.0,-0.0,0.0,1.66749576207443,-0.05677913852795391,-0.0,-0.0,-0.018318031865299234,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.7887584959945622,-0.0,0.0,0.0,0.0,0.0,-0.003602709369669721,0.01730119501888827,0.0,-0.0,-0.0,0.0,-0.0,0.021689762619094666,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.05236290356223701,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.05250518089060778,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.14179626429937603,-0.0,0.038843450480501154,0.0200480874398542,-0.0,-0.11185512755363497,0.002049260238269013,-0.0,0.0933776618607709,-0.0,0.1633407744746132,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.03082330136377462,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014998161327877485,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.020037666088836267,-0.0,-0.14470414004548376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.04381637257997831,0.009487462721938483,0.0,0.0,-0.030813925401571213,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.010606397812916085,-0.07806366650278365,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.019524164383940945,0.0,0.0,0.0,0.0,-0.0,0.11752964735373639,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0007492341836617816,-0.0,0.0,0.0
62513,-0.0,0.024938007243821905,-0.0,0.0,0.0,-0.05677913852795388,1.6389109282943504,-0.0,0.0,-0.0208666534613961,-0.12694091692251272,0.0,0.0,-0.0,-0.0,-0.02274348809000462,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.018593241411990397,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.13391408328843463,0.0,0.07572723234875495,0.0,-0.0,-0.0,0.0,0.0,-0.057339046269977156,-0.027230910078025305,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.06488843443975215,0.043192828844695275,-0.0,-0.11125373718593637,-0.0,-0.07201980447930725,0.0,-0.10830730576021044,0.0,-0.0,-0.0,-0.0,-0.003377685170934272,-0.12384111864293845,-0.30505138000097726,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.051254983508790486,-0.0,-0.0,0.0,0.0,-0.057940577243556016,-0.0,0.0,-0.0,0.039728281278733166,0.0,-0.0966894345209699,0.0,0.0,0.0,-0.0,-0.01835219262711707,-0.0,0.0,-0.0,-0.0,-0.0,0.08283822923811157,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.029807556547261277,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.012154413472125994,0.0,0.0,0.0,-0.0,0.05988076408172771,-0.0,0.0,0.0,0.0,0.00029335934336673086,-0.0,0.0,0.0,-0.0,0.05337871317061779,0.0,0.0,0.0,0.05631182735150002,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.016929097919496594,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.007084538906948712,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0010050888488767062,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.021154923943302276,-0.0,0.04078349429021999,-0.0,0.02273461307744251,-0.0,0.009501165561134575,0.0,0.05161703424267715,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.05173867597632256
71165,-0.0030236304888659332,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.5866471702392086,0.0,0.0,0.0,0.0,-0.1883968462559154,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.06509779158176693,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02080182479663313,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.015576954202050297,-0.1998803130179962,-0.038398731966840835,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.07780999980661646,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.09112009580582336,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.033513240832940494,0.0,-0.0004477671315943621,0.010328468380626649,0.0,0.0,0.0,-0.0,0.0,-0.0,0.01405009864008322,0.0,0.0,-0.0,0.04332575444296881,0.0,-0.0,-0.0,0.00034281648164205536,0.0,-0.0,0.0,-0.0,0.0,-0.3034834854138803,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.022208665985442896,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.06767163954964314,0.014000815660766386,0.0,-0.0,-0.0,-0.0,0.08685447422574347,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.03216061137294875,-0.0,-0.0,0.0,0.0,0.0030661499755332833,0.0,0.0,0.0,-0.2262192882736337,-0.0,-0.0,0.0007272605598497572,0.06351219014006021,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.09594534649887604,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.055909560395804664,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.11023834546045075,0.0,-0.0,-0.0
97301,0.0,0.0,0.0,-0.2980063703890303,-0.05019174335356473,-0.0,0.0,0.0,1.6233908451668875,0.10036507306589243,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.05471691436590767,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.014029429209370725,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.1024217854955547,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.02946501585445796,-0.0,-0.0,0.0,0.0,0.09412633504732959,0.0,0.0,-0.16420479240048452,0.0,0.019725727860516323,0.0,-0.0,0.0,0.0,-0.11039343089396281,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.011800268488042748,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.3718476360135585,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.02697312527913656,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.03824417841620878,0.0,-0.0,-0.0,0.0,-0.0,-0.2584450008467512,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06959368957911832,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.027801745992910354,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.041861570070776816,0.0,0.0,0.0,0.0,0.0,-0.0
