2.002710000009790529e+05 2.030347501337149297e+05 2.706672916485085152e+05 3.512503278825532179e+05 3.963478158367320430e+05 4.682551054620407522e+05 5.915859773984960048e+05 8.123936632308694534e+05 1.245018114352942910e+06 2.217405871641379781e+06
2.339766000035671983e+06 2.222713525432963856e+06 1.602597709874701221e+06 1.455341776310570072e+06 1.425613613017573720e+06 1.397314289984366158e+06 1.373438053433338879e+06 1.357307758222201141e+06 1.365488237173919566e+06 1.489692410870354623e+06
1.372800000108853419e+04 1.423958234006245584e+04 1.481517587925504995e+04 1.650172867120536102e+04 1.772456103238922515e+04 1.950585974035973777e+04 2.185716532461535826e+04 2.604720283181297782e+04 3.244495494637756201e+04 4.659491148426434665e+04
6.694360000034611439e+05 5.983470267984448001e+05 3.892840462993465480e+05 4.032695273136437754e+05 4.199270430144846905e+05 4.456386642774644424e+05 4.929557027597515262e+05 5.706794973369352520e+05 7.471249169480423443e+05 1.491181566352514550e+06
5.236000000025481859e+04 5.902169803842713736e+04 1.208006590242394304e+05 1.838367358722406789e+05 2.128965824705729319e+05 2.568225001202947751e+05 3.179613749860712560e+05 4.024420243875236483e+05 5.282822706996188499e+05 7.259461013974508969e+05
2.309720000020407606e+05 1.982654749738233222e+05 1.435705745629688608e+05 1.574401374497010838e+05 1.672220886615662312e+05 1.844952568915531447e+05 2.161534293734562525e+05 2.759350832191518275e+05 4.092707702847896144e+05 8.088560930500708055e+05
1.516680000033065735e+05 1.405674002346346970e+05 1.391775950832319213e+05 1.676322354320543818e+05 1.820566801152860862e+05 2.045401019088267640e+05 2.431090264841914759e+05 3.165282073820519727e+05 4.610217280229474418e+05 7.817439144639088772e+05
3.555200000095866562e+04 2.660958000868033560e+04 1.399918383087042093e+04 1.213939733029406852e+04 1.210940000402272381e+04 1.212153363005269057e+04 1.293322355261511620e+04 1.435054811327553398e+04 1.780745395274784096e+04 2.909202844672017818e+04
9.726300000745404395e+04 8.776969320882324246e+04 5.868159984857979725e+04 5.441487069008522667e+04 5.367006493794442213e+04 5.345141802269840991e+04 5.389500693637688528e+04 5.553987367605311738e+04 6.079304776848414622e+04 7.502445234172989149e+04
3.827200000080720201e+04 3.615685234976526408e+04 4.112320146965564345e+04 5.421376587720378302e+04 5.963640106420201482e+04 6.861706945131442626e+04 8.090710851502930745e+04 9.967198553942510625e+04 1.306861708951190085e+05 1.982281107060808572e+05
3.294480000070194365e+05 2.965261693540175911e+05 2.078238720083128137e+05 2.149311845353969256e+05 2.243300021738710639e+05 2.404659751637358277e+05 2.679348708289344795e+05 3.188247654534030007e+05 4.235607653714599437e+05 7.374680642165003810e+05
3.418936000064005610e+06 2.883076184749764390e+06 1.734293823852220783e+06 1.505071224509669933e+06 1.460782275329596829e+06 1.422557868642174639e+06 1.394301616144863889e+06 1.389287195940776262e+06 1.449230698512420524e+06 1.879749536946683424e+06
3.540210000039746519e+05 3.450817188529908308e+05 3.263367780879691709e+05 3.796658999298756244e+05 4.089328324326039292e+05 4.571487609197954880e+05 5.391762157038031146e+05 6.882719973909445107e+05 1.004263724592503509e+06 1.797440136600471567e+06
3.429120000020681182e+05 2.961846418833198259e+05 1.496400783002974058e+05 1.336911466325998481e+05 1.325395496613120777e+05 1.351695867344151193e+05 1.430089606834414881e+05 1.643396789425919997e+05 2.228712204221840075e+05 4.739879708129346836e+05
8.560500000175164314e+04 8.654372919022951100e+04 1.135796508641983819e+05 1.506337667399723432e+05 1.704701597594336199e+05 2.019606180087732791e+05 2.485771482374189072e+05 3.267260977152678533e+05 4.655999941242177738e+05 7.407188963813787559e+05
6.596100000114848081e+04 6.103116944968573807e+04 5.101830085589256487e+04 5.944765790054868557e+04 6.385119836938199296e+04 6.980341424805513816e+04 8.007523241129310918e+04 9.492296466074427008e+04 1.224396145642453776e+05 1.866864309170190245e+05
4.301000000105109939e+04 3.830281489524152130e+04 3.315795630771662400e+04 3.378076991300696682e+04 3.501036635749664129e+04 3.821445805548208591e+04 4.433120215614668268e+04 5.426884440078523039e+04 7.417267515737470239e+04 1.228969306336307491e+05
2.156380000030087540e+05 1.298596184163341677e+05 2.164563183059100993e+04 -3.774143362741218880e+03 -8.547440348475742212e+03 -1.202358855188431335e+04 -1.466344210344638850e+04 -1.208932357418982428e+04 4.615028482178575359e+03 9.231424989871878643e+04
7.136250000028031645e+05 6.263174128727816278e+05 4.093306636665043770e+05 4.275764928084802814e+05 4.482484300454027834e+05 4.790127651758575812e+05 5.313876753585815895e+05 6.248411360982218757e+05 8.200578625733365770e+05 1.631790267273773672e+06
2.255400000012655510e+05 2.100890165428644104e+05 1.752890919612838188e+05 1.895374835102558427e+05 2.006205808228151000e+05 2.192697903617816337e+05 2.557900429764989531e+05 3.311078695962044876e+05 5.123762798077395419e+05 1.061041286117215408e+06
3.278760000017990824e+05 2.692776192360993009e+05 1.727414218000783003e+05 1.817444994772769860e+05 1.934460879552435654e+05 2.130867784233637212e+05 2.484089140653613431e+05 3.149913344115791260e+05 4.565323459031569073e+05 8.997686242268540664e+05
2.940200000027500937e+04 3.146743515272226068e+04 4.276926077486930444e+04 5.328716335508051270e+04 5.895018656870293489e+04 6.784709748696755560e+04 8.331489629597649036e+04 1.082197730655005726e+05 1.524953212255042454e+05 2.343983967361053801e+05
5.460400000082764018e+04 5.235864457631994446e+04 5.206304901626352512e+04 6.066398171843327873e+04 6.571308619057925534e+04 7.248954906713069067e+04 8.264151577943317534e+04 9.914051340384225477e+04 1.285666382623460522e+05 1.895309364504658151e+05
6.997020000054092379e+05 4.952307669768938795e+05 3.459166910859692143e+04 -7.073527673780688201e+04 -9.585390804795303848e+04 -1.202268906060045119e+05 -1.424489608405222534e+05 -1.551697680737288902e+05 -1.383406597103410168e+05 9.545336355182121042e+04
7.064070000046076020e+05 6.668739930016244762e+05 5.361809037746899994e+05 5.772845097072558710e+05 6.027828520927530481e+05 6.503895086760199629e+05 7.440532972606488038e+05 9.441594457021758426e+05 1.433599917490822263e+06 2.952798072165284306e+06
9.937200000378926052e+04 9.721267265124242113e+04 1.049926297763941839e+05 1.284077839524636074e+05 1.401171015356583521e+05 1.581949367191297933e+05 1.846525561246917932e+05 2.317106691017769044e+05 3.137577212542542256e+05 4.870625562723600888e+05
