,1952,10180,12574,48084,132041,145801,161423,173969,175180,176306,178082,180155,180468,180999,182886,188735,189083,190913,191251,191718,192963,193233,197072,198190,198449,258375,281015,329096,336710,345951,357046,359872,365385,505670,536866,538000,541119,548587,552376,554163,566243,573061,575407,584375,663573,691423,755148,760967,797229,798581,810831,814442,825808,997439,1028632,1096610,1100972,1504042,1951826,2407149,2532173,2582660,2749126,2943548,2979308,3128077,3138798,3275562,3302038,3472078,3531225,3903651,3908639,4111715,4227110,4232045,4295564,4306262,4318125,4318671,4325096,4327628,4328189,4328910,4335781,4346675,4347159,4352657,4354477,4359590,4365130,4368600,4371061,4375000,4376230,4376828,4381430,4381553,4384058,4385479,4392188,4393532,4401580,4409730,4411295,4412540,4413347,4414476,4414596,4416113,4416570,4418165,4425214,4425368,4426438,4434334,4436046,4436552,4439469,4439603,4442130,4443172,4446058,4447072,4447188,4447950,4448331,4449054,4449055,4449236,4449851,4452050,4452613,4453609,4454257,4454531,4456027,4457438,4457872,4458306,4461030,4463532,4464173,4465907,4467447,4468234,4468466,4469007,4469576,4471854,4472091,4472174,4472202,4472399,4474380,4475758,4476604,4477696,4477861,4478125,4478815,4479397,4479989,4480189,4480244,4480529,4481131,4481427,4481613,4483963
1952,2.5237125454823284,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.04624403322497943,0.0,0.0,0.0,0.0,-0.0,0.0,0.047407271424427924,-0.0,-1.6966911357265102,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.01660300596722044,0.0,-0.08619655001122963,0.061010558176908425,0.0,0.04781420633620147,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.006253950434312178,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.017791998016874283,0.0,-0.03285157755191344,0.0,0.0,0.0,-0.0,0.0,0.0,0.06476445752770157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.09113635812831979,0.0,0.0,0.0,0.0,0.08034536643566581,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1776305799659701,-0.0,-0.0,0.0,0.036885762472039674,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04355272636677894,0.0,-0.1353203069594715,-0.044343031063041854,0.0,0.0,0.0,0.0,-0.04550627001501567,0.0,-0.0,0.0,-0.1094777489613246,-0.0,-0.0,-0.018988907923596685,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.015704645211280725,0.026729239303992708,-0.0,-0.0,0.0,-0.0,0.0,-0.01902634118368167,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.12039153712561836,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.03126417130937853,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
10180,0.0,3.853776182876599,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647868811891955,0.024392971418367257,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.11773688572901582,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.15365464406249735,-0.05257120810818712,0.0,-0.0,-0.018544047943711846,-0.0,-0.04447513531201723,0.0,0.0,0.0,-0.0,0.0,0.0,-0.386756905341394,0.0,-0.8631002937812564,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.09840367026244161,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0031512371568496664,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.5282869023655815,-0.3231226797628027,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.020585291121113083,0.0,0.06429015106618537,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0642268198694038,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.029335686436934114,-0.19408293094323087,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.018497754448264257,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01824184663844336,0.0,0.036597734600235785,0.0,0.0,0.0
12574,0.0,-0.0,1.4179451937666563,0.0,-0.07363421730040158,-0.0,0.06411702836030031,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.006270327358663168,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.09751759544933637,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0052775840673763355,-0.0,0.0,0.01681973756005751,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.051052818997054536,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.008138638073348622,0.0,0.0,-0.0,-0.041582584607570555,0.0,-0.0,0.0,-0.0,-0.03904621565910489,0.0,0.0,-0.0,-0.0,0.0,-0.006047079837288756,0.029131839552087854,0.013725324498155028,0.0,-0.0,0.0,-0.0,0.0,0.05456654800880688,-0.0,0.0,-0.0,0.0,0.012133278902500363,0.0,0.0,-0.0,-0.0,-0.016715976716052947,0.0,-0.0,0.0,0.0,0.0,0.0,-0.12291160588693996,0.0,0.039422284623764764,0.0072847186750732915,0.04541348875819262,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.026930814542536652,0.0,0.0,0.0054015829486446995,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.044026399187726495,-0.01282275342411942,-0.042995071108488395,-0.0,-0.0,0.0,0.0,0.0,-0.2659113595372202,-0.11535142233045757,0.0,0.04848202478310161,0.0,0.0,0.0,0.024892064615726503
48084,-0.0,0.0,0.0,1.5578391127141975,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.24875295954158666,-0.0,-0.2816514145817991,-0.03434444834803489,0.05678388741443745,0.0,-0.0,0.0011173908199646546,-0.0,-0.0,0.0,-0.0,0.0,0.022082447609730785,-0.041194650244005995,0.0,0.0,0.0,0.0,-0.0,-0.02456315200143533,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.09979743494360048,0.0,0.025338155079122446,-0.07808098097873811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.013159702491699857,-0.0,0.0,-0.0,-0.0,0.026000852199415933,-0.0,-0.0,0.1256218823354105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.018382041750847317,0.0,0.0,-0.0,0.0,-0.05353862713800785,0.0,0.0,0.0,0.0,-0.029919260145333013,0.0,0.0,0.0,-0.0,0.04798889003851775,0.0,0.0,0.03992147209718566,0.040729800895730126,0.0,-0.018818801880570918,0.0,-0.0,0.0,0.01092520179563608,0.0,0.0,-0.06586935831269436,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.013306738222529958,0.0,0.058853612927057763,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.22366587952693578,0.0,0.0,-0.09776856689790213,-0.0,0.0,0.0,0.0,-0.0,-0.0487886005559942,-0.0,0.0,0.0,-0.0744346322823549,-0.0,0.006760571592475548,-0.015763317632355105,-0.07616084577957143,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.024061372803129213,-0.0
132041,0.0,0.0,-0.07363421730040158,0.0,3.2510122096685095,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0035016208205591315,0.0,0.0,0.0,-0.10460641530506777,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.6035672992332941,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.02386000398119424,-0.0,-0.015030974088430162,-0.0,0.0,-0.0017900938631114083,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.11394577039066807,0.0,0.0,-0.0,0.07596550078468724,-0.0,0.0,0.0,-0.0,-0.5097828731246346,0.06837364604320183,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.07548833183462429,-0.0,-0.0,-0.8690743509760516,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.006531515438704338,-0.016919340973423583,-0.20700970682102843,0.0,-0.0,0.11968368008988171,0.0,0.023392938635716523,0.0026665210349536006,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.10948222134667839,0.0,0.0734161746838594,-0.0,0.0,0.0,0.0661811866612358,0.0,0.0,0.0,0.0,0.05275843656410782,-0.0,0.0,-0.030232166739519714,-0.0,0.005732914568495784,0.0,-0.0,-0.18345253398995398,-0.10397110285876539,0.0,0.0,0.11141496389566062,0.0,0.0,-0.0
145801,0.0,0.0,-0.0,0.0,0.0,1.2151927035218955,0.0,0.0,-0.0,0.0,0.0,0.04313839907710788,0.0,0.0,0.0,0.0,-0.0,0.009960552257569873,0.0,0.05869969769665724,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.08603689888439646,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.004929051169549344,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.014627850069732627,0.0,0.0,-0.0,-0.0939333506471652,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.028287419806534514,-0.0651516122422822,0.08122055957103742,-0.0,-0.0,-0.0,-0.08036004953856822,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.012462907744247013,0.0,0.0,0.09074763110116858,-0.0,0.0,-0.007108726474006913,0.0,-0.08655555212433462,-0.0,0.0,-0.0,0.0,0.0,0.00415876492231905,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.009738239246568643,-0.0,-0.0,0.0,0.0,0.0,0.07351624052576898,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.008514367209201575,0.0,0.0,-0.01094304499516114,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.07593512300568142,0.0,-0.044123085667673353,-0.0,0.0,0.0,0.0,-0.0,-0.10734237256492145,-0.0,0.0,0.09861890057440799,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
161423,-0.0,0.0,0.06411702836030034,0.0,0.0,0.0,2.9274120435219313,0.0,0.0,0.0124682030937723,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.524247530755935,-0.0,-0.21246785572429172,0.0,0.0,0.0,-0.3273650515906073,0.0,-0.03925501999377873,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047225012045719564,0.0,0.0,0.07442587278034533,0.0,0.055190856651136114,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6938203228663757,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.06145281584607201,0.0,0.0,0.12078542449145337,0.0,0.0,0.0,-0.0,0.014748398934451241,0.0,0.0,0.011688649218710406,-0.0177806797955491,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.01624149545362264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.03819575384069063,0.0,-0.0,-0.05861635718050759,-0.32533292089206034,0.0,-0.15321889932831023,-0.0,-0.03797511715175926,0.0,0.0,0.0,-0.0,0.00407224065619418,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.7644742012976983,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.004499152205876357,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.06311484184786896,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08310171707585635
173969,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.0934619417946427,0.0,-0.0,-0.003375467958847779,-0.0,-0.0,-0.0,0.0,0.01303256725123051,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0096647153941707,0.0,-0.0024776016297573117,-0.0,0.0,-0.0,0.0,0.0,0.053247819119425804,0.0,-0.0,0.0,-0.0,0.0,-0.3366415259395183,0.0,-0.023288182309519248,-0.0,0.040689136232027315,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.36064854377308164,0.0,0.0,0.0,0.00803100661365113,-0.0,0.0,-0.12385673992977704,0.0,0.0,0.0,0.0,-0.27524475616191746,0.0,0.0,0.0,-0.12686785512408705,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.07060608447785455,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.12436472270390221,-0.01642351027956903,0.0,0.06631485220451318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08906735083558036,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.04268171756963611,-0.0,-0.0,0.06898591782667572,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06561244646783339,-0.0,0.0,-0.0,0.0,0.0,-0.059838783277360794,-0.0,-0.17147324502775585,0.0,0.060045263798519266,0.0,-0.14856536579336693,-0.029696706791032715,-0.0,0.0,0.0,0.0,0.0,-0.12317662649020696,-0.015187531118019598,0.0,0.0,0.0
175180,0.04624403322497943,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.2313207593735207,-0.1098144346391302,-0.0,0.07836496141311376,-0.0,-0.0,0.0,0.0,0.0,0.031340677787277824,0.0,0.0,0.0,0.0,0.0,0.0023456169581781497,0.0,0.0,0.0,0.0,-0.0,0.0,0.09187712220925438,0.06707984676591895,0.0,-0.0,-0.0,0.0,0.0,-0.022834760244863903,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.023252808940461098,0.0,0.0,0.008258633850054507,-0.0,0.0,-0.004393432131104567,-0.07007232390393257,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.07132933813921506,0.0,-0.08964572502417058,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.04679837911915925,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.03761777138263865,0.0,-0.0,0.0,0.0,-0.00805060518665459,0.041988347036960874,0.012148443607513361,0.0,0.0,-0.17170724136439153,-0.07823965978883037,-0.034288918009815914,0.004663934031652717,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0002890062240200053,-0.05034400713081505,0.002541715297694945,-0.0,-0.0,-0.06312584345445714,0.0,0.0,-0.04381787743979734,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.4039134002924938,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.05979821615979605,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.011525632745807132,0.0,0.0037729798567687975,-0.0,-0.0,0.03578872724038311
