7.748857766327068210e+06 7.902286565670087934e+06 8.325539294955331832e+06 9.260023512711072341e+06 1.139995663348094746e+07
7.597855047332242131e+06 7.781679202216001227e+06 8.205288546757573262e+06 9.122210880213864148e+06 nan
7.581690418421731330e+06 7.765704243986665271e+06 8.188477311128061265e+06 9.107931742233036086e+06 nan
7.578273012410894036e+06 7.761781341229409911e+06 1.442758269474039041e+07 1.159547339095349051e+07 nan
