7.209748792354525998e+06 7.451597011003821157e+06 7.825313024289602414e+06 8.417486188689695671e+06 9.352409030924474820e+06
7.101553369720553048e+06 7.334477414658121765e+06 7.703761214658978395e+06 8.277644188450116664e+06 nan
7.087142172438763082e+06 7.320943900877472013e+06 7.688793489691899158e+06 8.262155016606778838e+06 nan
1.175735212928246148e+07 1.056254484886522219e+07 9.891619674818193540e+06 9.558852641337370500e+06 nan
