1.069347894145906142e-01 1.197215146212923798e-01 1.364396467573560645e-01 1.589993786979145840e-01 1.900976163735956515e-01
1.062998011443194862e-01 1.190489985235218401e-01 1.353914432001786516e-01 1.575807273281868703e-01 nan
1.061944206048780898e-01 1.190126417774291512e-01 1.351916400865736390e-01 1.573835797048578344e-01 nan
1.652986043402668026e-01 1.598377561650320688e-01 1.640044407271371296e-01 1.746958059578897215e-01 nan
