Name,E ON,DEUTSCHE BANK,BMW,BEIERSDORF,CONTINENTAL,HEIDELBERGCEMENT,HENKEL PREF.,LINDE,RWE,SIEMENS,THYSSENKRUPP,VOLKSWAGEN PREF.,DEUTSCHE LUFTHANSA,ALLIANZ,MUENCHENER RUCK.,BASF,BAYER,COMMERZBANK,K + S,MAN,TUI,GEA GROUP
2002-08-15,2385.47,1128.85,5562.57,3101.39,580.62,536.49,461.94,1519.53,1901.54,1308.55,1134.81,221.09,754.13,2315.22,8420.24,1868.01,1337.78,368.88,999.52,815.65,1892.24,46.53
2002-08-16,2413.05,1143.97,5479.13,3187.54,577.19,543.2,464.09,1499.53,1893.95,1341.4,1102.9,222.43,721.81,2291.33,8442.22,1858.94,1334.98,368.88,997.03,822.04,1910.98,47.12
2002-08-19,2465.9,1203.53,5625.15,3239.23,579.94,561.97,484.86,1529.52,1954.71,1398.89,1105.56,229.8,749.69,2425.46,8820.36,1892.95,1388.16,391.51,999.52,828.43,1967.18,48.38
2002-08-20,2436.03,1184.63,5479.13,3213.39,566.88,590.14,483.43,1532.85,1919.27,1363.3,1130.38,224.44,766.17,2407.09,8455.41,1840.81,1343.38,386.28,1011.95,830.56,1957.81,50.22
2002-08-21,2440.62,1207.88,5493.04,3222,573.75,600.2,495.61,1542.85,1924.33,1445.43,1183.58,230.47,833.34,2581.65,8684.06,1868.01,1362.97,398.47,996.53,856.11,2051.49,52.07
2002-08-22,2452.11,1213.93,5520.85,3359.84,565.16,592.82,492.02,1471.21,1934.46,1459.12,1255.39,226.45,874.53,2737.83,8780.79,1892.95,1388.16,410.65,984.6,885.93,2135.8,57.02
2002-08-23,2408.45,1207.32,5409.6,3308.15,554.86,598.19,494.17,1409.56,1893.95,1409.84,1241.2,224.44,849.18,2600.94,8618.1,1881.61,1379.76,417.61,974.65,881.67,2126.43,55.39
2002-08-26,2380.87,1210.15,5388.74,3377.07,560.01,602.88,487.01,1414.56,1863.56,1357.83,1223.47,225.11,833.34,2572.46,8565.34,1872.54,1376.96,410.65,972.17,873.15,2131.11,56.87
2002-08-27,2431.43,1229.06,5506.95,3445.99,558.29,600.87,490.59,1416.22,1939.52,1407.1,1220.81,225.78,839.68,2668.01,8653.28,1895.21,1388.16,410.65,974.65,877.41,2135.8,56.87
2002-08-28,2376.28,1189.35,5353.98,3351.23,560.01,596.84,483.43,1412.89,1876.22,1341.4,1206.63,219.41,814.33,2516.42,8108.05,1852.14,1357.37,394.99,959.73,868.89,2004.65,55.25
2002-08-29,2353.29,1178.01,5312.25,3273.69,566.88,603.55,487.01,1409.56,1848.37,1330.45,1196.88,220.69,821.93,2443.84,7892.6,1842.17,1320.99,386.28,964.71,873.15,2163.9,54.51
2002-08-30,2403.85,1187.46,5340.07,3359.84,568.6,598.19,496.32,1416.22,1891.41,1319.5,1188.01,218.41,818.13,2386.88,8024.51,1911.08,1354.57,386.63,969.68,868.89,2135.8,56.35
2002-09-02,2390.06,1160.99,5202.39,3359.84,566.88,587.46,487.73,1409.56,1873.69,1278.44,1196.88,209.7,766.8,2351.97,7848.63,1886.15,1320.99,382.8,967.19,864.63,2070.22,55.54
2002-09-03,2261.37,1109.56,5020.22,3277.14,549.7,570.02,472.69,1349.58,1797.73,1202.61,1152.55,200.99,725.61,2235.29,7558.43,1800,1228.63,360.18,947.3,826.3,1948.45,56.13
2002-09-04,2270.56,1113.72,4902.02,3204.77,539.4,576.73,474.12,1366.24,1767.35,1185.36,1109.99,204.27,725.61,2155.36,7518.86,1797.73,1209.04,348,962.22,813.52,1854.77,55.25
2002-09-05,2261.37,1106.16,4881.16,3170.31,520.5,557.95,472.69,1359.58,1772.41,1193.57,1108.22,202.33,709.77,2101.15,7439.71,1818.14,1209.04,340,944.82,822.04,1836.04,56.13
2002-09-06,2288.95,1140.19,5020.22,3034.88,549.7,554.6,476.98,1364.57,1782.54,1220.95,1107.33,206.01,735.12,2168.22,7562.82,1836.27,1228.07,343.83,954.76,824.17,1901.61,55.39
2002-09-09,2242.98,1121.28,5006.32,3025.58,544.55,570.02,483.43,1326.25,1762.28,1201.79,1078.96,204.67,728.78,2159.03,7474.88,1831.74,1197.84,348,920.45,809.26,1836.04,56.13
2002-09-10,2298.14,1137.35,5117.56,3101.39,561.73,572.03,487.01,1376.24,1791.15,1223.69,1109.99,211.04,735.12,2127.79,7628.78,1856.67,1214.64,342.78,944.82,824.17,1840.72,56.13
2002-09-11,2355.59,1178.01,5242.72,3159.97,573.75,576.86,487.01,1382.9,1838.24,1267.49,1134.81,216.4,750.96,2164.54,7914.58,1882.07,1223.03,353.22,947.3,830.56,1845.4,56.13
2002-09-12,2286.65,1145.86,4989.63,3118.62,560.01,570.15,478.42,1369.57,1777.47,1217.67,1143.68,209.16,730.68,2057.97,7540.84,1849.87,1220.23,356.7,927.41,787.97,1779.83,55.02
2002-09-13,2298.14,1124.12,4881.16,3091.05,546.27,536.62,485.72,1339.58,1762.28,1177.15,1117.08,206.01,716.1,1874.22,7123.13,1838.54,1169.86,341.04,910.01,787.97,1807.93,54.88
2002-09-16,2293.54,1117.5,4950.69,3056.59,549.7,530.05,483.43,1337.92,1703.03,1149.77,1099.35,203.67,700.26,1776.84,6784.55,1829.47,1192.25,335.82,922.44,758.15,1765.78,53.18
2002-09-17,2307.33,1119.39,4902.02,2999.74,556.57,529.78,483.43,1329.58,1691.39,1136.09,1106.44,199.65,712.94,1741.92,6639.46,1800,1231.43,327.12,910.5,775.19,1732.99,55.02
2002-09-18,2206.21,1050.37,4728.19,2877.4,535.96,505.64,458.36,1286.27,1630.62,1053.96,1069.21,192.95,684.42,1642.7,5957.92,1752.39,1167.06,313.2,902.55,690,1667.42,52.81
2002-09-19,2190.13,991.76,4589.12,2860.17,537.68,522.41,451.2,1249.61,1585.04,1025.22,1037.29,188.93,663.5,1683.13,5839.2,1754.66,1097.09,299.28,900.06,694.26,1620.58,52.81
2002-09-20,2141.87,1004.62,4756,2860.17,544.21,515.03,469.11,1259.94,1564.78,1030.69,1055.02,191.28,665.41,1791.54,5979.91,1763.73,1111.08,298.24,907.52,698.52,1629.95,55.02
2002-09-23,2059.13,945.43,4721.23,3359.84,523.94,525.09,462.3,1206.29,1504.02,1001.95,1000.94,184.58,649.56,1763.97,5386.31,1727.46,1062.39,276.66,907.52,666.58,1583.11,53.92
2002-09-24,2003.98,934.09,4450.06,3325.38,491.3,505.64,454.78,1186.3,1473.63,1017,963.71,169.17,611.54,1778.67,4880.66,1625.44,1029.92,261.7,895.09,638.89,1470.7,49.34
2002-09-25,2098.2,950.16,4490.39,3347.78,498.17,482.84,469.11,1209.62,1519.21,1040.27,979.66,171.51,610.91,1870.55,4902.64,1648.11,1046.71,263.79,912.49,630.37,1611.22,48.16
2002-09-26,2270.56,958.67,4742.09,3652.75,487.86,509.66,468.39,1246.28,1620.49,1012.9,1015.13,184.24,655.9,1786.94,5315.96,1684.38,1097.09,264.48,937.36,647.41,1634.63,52.44
2002-09-27,2192.42,930.31,4797.72,3788.87,477.55,506.98,466.96,1239.61,1544.53,1007.42,1001.83,185.58,640.69,1675.78,5126.89,1668.51,1081.42,257.52,954.76,626.11,1592.48,52.07
2002-09-30,2192.42,875.47,4512.64,3377.07,462.09,489.55,458.36,1216.29,1519.21,929.4,953.07,174.19,589.36,1600.44,4537.7,1595.97,976.19,231.42,900.06,566.48,1456.65,49.04
2002-10-01,2293.54,896.27,4630.84,3273.69,477.55,482.84,479.85,1192.96,1559.72,949.93,930.9,178.88,618.51,1631.68,4902.64,1659.45,1052.31,229.68,870.23,553.28,1498.81,51.33
2002-10-02,2390.06,920.85,4825.53,3484.24,470.68,486.19,474.84,1196.29,1630.62,963.62,913.17,187.59,604.57,1703.34,5100.51,1618.64,1074.7,234.9,890.12,562.22,1498.81,49.12
2002-10-03,2298.14,864.12,4683.68,3497.68,453.5,481.5,472.69,1172.97,1579.98,936.24,895.44,177.54,567.18,1598.6,4898.25,1614.11,1071.9,227.94,890.12,521.76,1358.29,50.22
2002-10-04,2229.2,791.33,4491.77,3445.99,436.33,483.51,476.98,1156.31,1529.34,891.07,886.57,169.5,570.35,1460.79,4440.96,1527.96,1032.72,209.15,842.88,516.22,1353.61,48.01
2002-10-07,2206.21,758.24,4519.59,3325.38,432.89,480.16,475.55,1116.32,1539.46,876.02,842.25,170.17,545,1451.6,4449.75,1539.29,1029.92,201.84,840.39,477.04,1367.66,48.53
2002-10-08,2174.04,705.29,4309.6,3449.78,415.71,470.1,472.69,1092.99,1549.59,870.54,828.95,168.09,551.34,1432.31,4265.08,1484.89,976.75,181.66,845.36,472.78,1339.56,48.08
2002-10-09,2095.9,703.4,4074.58,3463.22,398.53,476.13,479.85,1056.34,1493.89,878.76,815.65,156.1,547.53,1383.62,4265.08,1496.22,973.95,197.32,835.42,451.48,1297.4,47.42
2002-10-10,2059.13,760.13,4283.18,3428.76,407.12,462.72,479.85,1116.32,1491.36,949.93,859.98,162.8,551.34,1532.45,4700.38,1564.23,1026,236.3,845.36,460,1358.29,47.49
2002-10-11,2082.11,824.42,4644.75,3445.99,419.15,469.43,472.69,1239.61,1488.82,1012.9,917.6,176.87,649.56,1721.71,5408.3,1645.84,1071.9,254.04,872.71,489.82,1498.81,45.42
2002-10-14,2068.33,797.94,4603.03,3525.94,412.28,469.56,465.53,1189.63,1509.08,1018.37,944.2,177.54,633.72,1723.55,5408.3,1632.24,1077.5,243.6,865.25,515.37,1461.34,45.2
2002-10-15,2049.94,854.67,4846.39,3694.79,436.33,496.25,463.38,1232.95,1524.27,1108.71,966.37,186.25,659.07,1842.99,5979.91,1686.65,1127.88,258.22,895.09,557.97,1484.75,44.91
2002-10-16,2042.59,843.33,4922.88,3749.24,438.04,496.25,462.66,1232.95,1514.14,1084.07,1019.56,186.25,662.24,1883.41,6094.23,1704.79,1153.62,261,944.82,570.74,1555.01,42.47
2002-10-17,2061.43,869.8,5145.38,3587.28,473.43,496.25,454.07,1249.61,1549.59,1127.87,1041.72,195.97,693.92,1975.28,6287.7,1722.92,1189.45,278.4,944.82,611.21,1639.32,47.64
2002-10-18,2036.15,872.63,5131.47,3570.05,463.81,500.95,454.07,1279.6,1569.85,1151.14,1047.93,195.63,693.92,1993.66,6371.24,1727.46,1197.84,277.36,944.82,612.48,1639.32,48.01
2002-10-21,2210.81,904.78,5187.1,3611.4,470.68,506.98,454.78,1326.92,1640.75,1175.78,1063,202.4,704.06,2063.48,6705.41,1746.05,1164.26,283.28,929.9,609.08,1615.9,49.12
2002-10-22,2148.76,886.82,5131.47,3721.67,458.66,496.25,471.26,1279.6,1585.04,1155.25,1019.56,195.63,719.27,2002.85,6353.65,1718.39,1118.36,273.18,924.92,588.21,1659.93,49.26
2002-10-23,2114.29,805.51,5034.13,3656.2,450.07,492.23,458.36,1232.95,1579.98,1088.18,984.1,179.22,697.09,1837.47,5610.56,1632.24,1023.21,239.78,919.95,545.19,1555.01,48.01
2002-10-24,2160.25,831.98,5110.61,3738.9,456.94,489.55,456.93,1219.62,1595.17,1142.93,1019.56,176.2,709.77,1892.6,5685.31,1652.64,1049.51,244.3,924.92,551.58,1587.8,48.08
2002-10-25,2174.04,818.74,5061.94,3713.06,496.45,490.89,449.77,1259.61,1585.04,1174.41,992.96,180.89,712.94,1867.79,5680.91,1632.24,1035.52,243.6,939.84,553.71,1601.85,47.56
2002-10-28,2192.42,832.93,5159.29,3718.23,498.17,489.55,447.62,1290.6,1615.43,1234.64,1001.83,185.58,760.46,1975.28,5913.95,1700.25,1046.71,251.26,944.82,535.39,1728.31,48.75
2002-10-29,2093.6,782.82,4867.25,3704.1,474.12,489.55,439.74,1232.95,1574.91,1160.72,952.18,174.19,711.03,1855.85,5544.61,1641.31,1043.36,234.9,932.38,491.95,1653.37,47.12
2002-10-30,2128.08,822.53,4825.53,3721.67,479.27,482.84,444.04,1232.95,1595.17,1237.38,926.47,175.53,722.44,1905.46,5672.12,1677.58,1069.1,241.86,937.36,489.82,1686.16,46.53
2002-10-31,2100.5,835.76,5006.32,3778.53,491.3,504.3,460.51,1282.93,1600.23,1300.34,939.77,181.9,738.28,1958.75,5716.09,1704.79,1080.3,254.04,932.38,515.37,1737.68,47.27
2002-11-01,2148.76,827.25,5027.17,3738.9,483.05,509.66,458.01,1242.95,1605.3,1324.98,930.02,184.58,730.68,1929.35,5549,1673.05,1062.95,254.04,940.34,500.47,1704.89,47.2
2002-11-04,2215.41,894.38,5145.38,3790.59,486.14,500.28,461.94,1272.94,1643.28,1408.47,964.59,194.36,785.81,2062.56,5826.01,1741.06,1105.49,277.01,934.87,547.32,1812.62,47.64
2002-11-05,2229.2,935.98,5138.43,3773.36,498.17,500.95,464.09,1292.93,1661,1374.25,957.5,190.94,808.63,2221.5,6186.57,1754.66,1108.29,286.41,937.36,566.48,1793.88,50.22
2002-11-06,2201.62,926.52,4781.03,3756.13,493.7,502.96,469.11,1286.27,1620.49,1322.24,968.14,186.59,787.08,2195.78,6190.96,1718.39,1136.27,274.92,929.9,541.35,1812.62,50.37
2002-11-07,2128.08,883.03,4572.43,3601.06,498.17,489.55,469.11,1237.95,1574.91,1251.06,951.29,176.2,742.72,2067.16,5826.01,1659.45,1088.69,259.26,914.98,526.02,1714.26,48.45
2002-11-08,2100.5,858.45,4491.77,3721.67,491.3,506.98,444.04,1239.61,1569.85,1237.38,948.63,174.19,716.1,1984.47,5658.93,1661.71,1091.49,249.17,915.97,528.15,1751.73,51.7
2002-11-11,2109.69,843.33,4505.68,3635.52,468.28,504.3,441.89,1209.62,1574.91,1170.31,930.9,176.87,693.92,1866.87,5355.54,1677.58,1083.1,241.86,919.95,496.21,1714.26,50.96
2002-11-12,2162.55,883.98,4637.79,3584.52,471.03,504.3,454.78,1236.28,1590.1,1223.69,944.2,184.31,702.16,1863.2,5364.33,1727.46,1164.26,252.3,918.96,502.59,1732.99,51.26
2002-11-13,2169.44,878.31,4612.76,3515.6,480.99,482.84,458.36,1232.95,1577.44,1221.22,891.01,183.17,738.28,1807.15,5315.52,1713.85,1160.34,248.48,914.98,489.82,1798.57,50.96
2002-11-14,2137.27,926.52,4700.37,3508.71,487.86,510.34,456.93,1176.3,1574.91,1264.75,891.89,184.91,728.78,1944.05,5628.15,1727.46,1225.83,264.83,912.49,502.59,1770.46,50.96
2002-11-15,2091.31,928.41,4623.89,3473.56,501.6,489.68,451.2,1182.96,1539.46,1294.86,884.8,185.58,710.4,1879.73,5680.91,1713.85,1239.82,259.96,895.09,528.15,1784.51,51.7
2002-11-18,2079.82,924.63,4630.84,3428.76,499.89,479.08,449.77,1219.62,1516.68,1275.7,888.35,190.27,714.84,1920.16,6023.88,1711.59,1286.28,263.79,895.09,549.45,1798.57,51.77
2002-11-19,2063.73,932.2,4603.03,3422.56,503.32,459.37,442.61,1199.63,1481.23,1278.44,886.57,190.94,701.53,1909.13,6067.85,1677.58,1298.6,263.09,890.12,548.6,1798.57,51.7
2002-11-20,2036.15,932.2,4519.59,3249.57,487.86,462.99,438.31,1182.96,1478.7,1294.86,895.44,189.06,716.1,1914.65,6146.99,1686.65,1270.61,262.05,900.06,540.93,1756.41,52.96
2002-11-21,2079.82,953,4672.56,3239.23,510.88,480.16,442.25,1192.96,1514.14,1349.62,926.47,192.28,719.27,1991.82,6265.71,1716.12,1295.8,278.06,900.06,553.28,1826.67,51.92
2002-11-22,2010.87,965.29,4589.12,3247.85,522.22,474.79,434.01,1202.96,1473.63,1368.78,944.2,194.29,722.44,2070.83,6564.71,1718.39,1301.4,285.02,882.66,564.78,1826.67,52.07
2002-11-25,1960.31,957.72,4533.5,3414.98,517.06,457.36,433.3,1219.62,1450.84,1366.04,962.82,192.95,716.1,2099.31,6520.74,1725.19,1294.12,281.19,890.12,572.87,1821.99,51.55
2002-11-26,1962.61,931.25,4498.73,3445.99,511.91,469.43,431.86,1199.63,1418.94,1327.72,970.8,188.19,690.75,1988.15,6296.49,1668.51,1248.22,271.44,890.12,583.52,1770.46,51.48
2002-11-27,2056.83,946.38,4686.46,3445.99,515.35,489.55,435.45,1219.62,1493.89,1368.78,993.85,195.63,701.53,2091.04,6507.55,1734.26,1318.19,292.32,895.09,587.78,1836.04,51.33
2002-11-28,2079.82,975.69,4756,3442.55,523.94,492.9,433.3,1217.95,1493.89,1376.99,1012.47,196.97,735.12,2105.74,6353.65,1759.19,1304.19,322.95,880.17,628.24,1906.29,52.81
2002-11-29,1994.78,956.78,4756,3445.99,560.01,489.55,441.18,1262.94,1445.78,1360.57,1068.32,199.65,712.94,2078.18,6164.58,1781.86,1293,325.73,885.14,645.28,1948.45,54.66
2002-12-02,1994.78,988.92,4776.86,3342.61,541.11,496.25,436.88,1269.6,1426.03,1409.84,1086.05,200.99,722.44,2126.87,6177.77,1836.27,1320.99,363.66,877.68,675.95,1910.98,56.13
2002-12-03,1967.21,961.5,4686.46,3445.99,525.65,479.08,443.32,1249.61,1412.86,1360.57,1063.89,196.97,706.6,2057.97,5979.91,1836.27,1304.19,334.08,872.71,638.47,1826.67,53.55
2002-12-04,2029.26,975.69,4825.53,3342.61,541.11,486.19,449.05,1252.94,1433.12,1349.62,1072.75,203,719.27,2039.59,6155.79,1827.2,1298.6,334.08,886.63,649.54,1873.51,53.55
2002-12-05,1983.29,924.63,4672.56,3308.15,527.37,496.25,440.46,1246.28,1373.36,1275.7,1039.06,194.63,684.42,1969.77,5782.04,1800,1248.22,315.64,885.14,617.6,1826.67,51.77
2002-12-06,1981,911.4,4616.93,3273.69,513.28,492.23,440.46,1229.62,1347.03,1270.23,1037.29,191.61,671.74,1975.28,5720.48,1779.6,1256.62,313.2,887.63,626.11,1820.11,51.33
2002-12-09,1958.01,867.91,4491.77,3204.77,510.19,499.07,440.46,1199.63,1324.24,1222.32,1014.24,186.25,652.73,1877.9,5480.85,1754.66,1248.22,299.28,885.14,602.69,1756.41,50.89
2002-12-10,2001.68,885.87,4616.93,3256.46,515.35,496.39,446.19,1216.29,1326.78,1240.11,1010.69,189,657.8,1914.65,5650.13,1786.4,1259.42,301.02,891.11,613.34,1737.68,50.37
2002-12-11,2013.17,899.11,4575.21,3652.75,535.96,493.57,440.46,1202.96,1339.44,1223.69,1002.72,187.59,663.5,1980.8,5848,1795.47,1271.17,304.5,887.63,609.08,1718.94,50.15
2002-12-12,1999.38,877.36,4394.43,3790.59,522.22,489.68,440.46,1196.29,1316.65,1199.05,975.23,188.26,659.07,1929.35,5812.82,1759.19,1259.42,295.11,874.2,594.17,1644,47.64
2002-12-13,1978.7,875.47,4331.85,3721.67,513.63,486.86,436.88,1207.96,1314.12,1196.31,966.37,182.9,639.42,1888.92,5738.07,1709.32,1203.44,287.8,857.79,592.04,1672.1,45.87
2002-12-16,2054.54,930.31,4338.8,3701.68,515.35,484.99,436.16,1209.62,1298.92,1231.9,992.08,184.91,633.72,1988.15,5993.1,1731.99,1253.82,299.28,850.83,604.82,1686.16,45.72
2002-12-17,1976.4,911.4,4310.99,3680.32,513.63,493.57,429.72,1209.62,1303.99,1214.11,984.1,184.31,619.78,1938.53,5848,1745.59,1237.03,295.8,855.31,602.69,1639.32,46.01
2002-12-18,1875.28,901,4164.98,3759.58,501.6,482.84,429.72,1176.3,1245.75,1167.57,939.77,174.19,606.47,1890.76,5636.94,1691.18,1209.04,290.24,862.77,566.48,1540.96,47.27
2002-12-19,1872.98,862.23,4095.44,3645.86,510.19,481.5,424.7,1159.64,1240.69,1142.93,904.31,170.84,589.36,1804.4,5302.77,1641.31,1161.46,277.71,842.88,554.98,1531.59,45.42
2002-12-20,1889.07,875.47,4088.49,3652.75,494.73,484.32,431.15,1176.3,1291.33,1150.32,950.41,173.52,589.36,1782.35,5298.38,1709.32,1206.24,280.14,840.89,583.52,1503.49,44.24
2002-12-23,1854.6,862.23,4067.63,3587.28,501.6,469.43,422.55,1167.97,1266.01,1139.64,938,167.49,579.85,1782.35,5298.38,1679.85,1162.58,273.18,831.94,568.61,1489.44,45.05
2002-12-24,1854.6,862.23,4067.63,3587.28,501.6,469.43,422.55,1167.97,1266.01,1139.64,938,167.49,579.85,1782.35,5298.38,1679.85,1162.58,273.18,831.94,568.61,1489.44,45.05
2002-12-25,1854.6,862.23,4067.63,3587.28,501.6,469.43,422.55,1167.97,1266.01,1139.64,938,167.49,579.85,1782.35,5298.38,1679.85,1162.58,273.18,831.94,568.61,1489.44,45.05
2002-12-26,1854.6,862.23,4067.63,3587.28,501.6,469.43,422.55,1167.97,1266.01,1139.64,938,167.49,579.85,1782.35,5298.38,1679.85,1162.58,273.18,831.94,568.61,1489.44,45.05
2002-12-27,1801.74,831.03,3893.8,3601.06,496.45,474.12,425.42,1152.97,1255.88,1107.34,899.87,167.16,571.62,1679.45,5082.92,1641.31,1119.48,264.83,832.93,553.71,1470.7,44.17
2002-12-30,1764.97,830.09,4025.91,3652.75,503.32,474.12,431.86,1166.3,1240.69,1108.71,952.18,165.48,570.98,1655.56,5008.17,1627.71,1119.48,261.7,845.36,562.22,1494.12,43.95
2002-12-31,1764.97,830.09,4025.91,3652.75,503.32,474.12,431.86,1166.3,1240.69,1108.71,952.18,165.48,570.98,1655.56,5008.17,1627.71,1119.48,261.7,845.36,562.22,1494.12,43.95
2003-01-01,1764.97,830.09,4025.91,3652.75,503.32,474.12,431.86,1166.3,1240.69,1108.71,952.18,165.48,570.98,1655.56,5008.17,1627.71,1119.48,261.7,845.36,562.22,1494.12,43.95
2003-01-02,1898.26,880.2,4144.11,3666.54,523.94,482.84,435.45,1209.62,1316.65,1190.84,979.66,182.23,614.71,1791.54,5245.61,1713.85,1197.84,281.88,867.74,598.43,1611.22,45.72
2003-01-03,1923.54,888.71,4185.83,3601.06,529.09,497.59,434.73,1199.63,1314.12,1193.57,1001.83,184.24,627.38,1786.02,5364.33,1727.46,1203.44,287.1,865.25,600.56,1592.48,46.53
2003-01-06,1958.01,876.42,4241.46,3664.81,522.22,497.73,436.16,1222.95,1352.1,1223.69,1021.33,184.91,612.81,1804.4,5421.49,1768.26,1248.22,285.36,870.23,621.85,1559.69,48.08
2003-01-07,1928.14,859.4,4185.83,3601.06,530.81,497.73,438.31,1219.62,1326.78,1207.26,1015.13,184.24,590.63,1745.6,5276.39,1741.06,1225.83,279.45,850.33,606.95,1526.91,48.3
2003-01-08,1914.35,842.95,4005.05,3573.49,515.35,490.89,437.59,1166.3,1331.84,1155.25,985.87,176.2,573.52,1690.48,5100.51,1707.05,1203.44,269.01,855.31,600.56,1526.91,46.31
2003-01-09,1962.61,841.43,3977.24,3583.83,516.72,489.55,436.88,1142.98,1357.16,1156.62,995.62,177.88,595.7,1684.96,5109.3,1682.12,1181.05,276.66,852.82,604.82,1466.02,46.38
2003-01-10,1971.8,836.71,4032.87,3618.29,532.52,470.77,434.73,1174.63,1336.9,1149.77,979.66,181.56,608.37,1708.85,5175.26,1673.05,1162.02,274.58,855.31,592.04,1517.54,45.79
2003-01-13,1958.01,859.4,4164.98,3645.86,523.94,488.07,431.15,1165.97,1326.78,1179.89,992.96,183.57,593.16,1729.06,5210.43,1677.58,1155.86,278.4,850.33,604.82,1508.17,47.27
2003-01-14,1971.8,876.42,4075.98,3618.29,525.65,472.11,432.58,1152.97,1377.42,1207.81,1009.81,185.58,598.87,1745.6,5201.64,1695.72,1181.05,277.01,855.31,615.47,1555.01,47.64
2003-01-15,1939.63,853.73,3952.21,3622.08,529.09,480.16,428.64,1176.3,1377.42,1174.41,1019.56,181.56,602.03,1718.04,5104.91,1661.71,1147.47,276.66,857.79,636.34,1509.11,46.53
2003-01-16,1944.23,850.89,3998.1,3607.95,532.52,480.16,433.3,1199.63,1387.54,1134.17,1028.43,187.59,616.61,1705.17,4968.6,1682.12,1144.67,275.27,870.23,636.76,1494.12,47.27
2003-01-17,1916.65,811.18,3910.49,3611.4,510.19,475.6,427.93,1169.63,1357.16,1081.34,992.96,184.24,605.2,1640.86,4863.07,1645.84,1113.88,267.96,845.36,615.47,1456.65,47.49
2003-01-20,1912.05,794.16,3932.74,3635.52,513.63,466.75,423.99,1171.3,1367.29,1075.86,1000.94,184.91,586.19,1567.36,4788.32,1632.24,1091.49,261,830.44,615.47,1428.55,46.6
2003-01-21,1863.79,778.09,3949.43,3669.98,512.6,449.31,420.41,1154.64,1366.78,1084.07,994.74,181.56,589.36,1556.34,4682.79,1591.89,1055.11,252.3,828.95,649.54,1405.13,46.83
2003-01-22,1783.36,758.24,3838.17,3611.4,505.04,449.31,401.07,1116.32,1341.97,1051.22,957.5,176.54,567.18,1506.73,4498.12,1559.24,1004.73,262.74,815.52,632.5,1311.46,46.16
2003-01-23,1774.16,760.13,3754.74,3518.36,494.73,430.53,403.22,1102.99,1298.92,1087.36,948.63,172.85,545,1501.22,4476.14,1573.3,1019.85,254.04,820.5,585.65,1283.35,46.16
2003-01-24,1702.92,731.39,3657.39,3411.53,496.45,405.05,394.62,1066.33,1281.2,1051.22,922.04,169.5,532.32,1462.63,4410.18,1523.43,973.95,248.13,815.52,585.65,1213.1,46.53
2003-01-27,1732.8,718.53,3671.3,3336.41,486.14,397,377,1026.35,1266.01,1001.19,905.19,168.16,517.12,1390.97,4098,1464.48,934.21,242.91,803.09,570.74,1180.31,46.16
2003-01-28,1815.53,714.75,3629.58,3377.07,486.14,382.25,373.85,1009.68,1266.01,1002.03,903.42,170.1,522.82,1359.73,3996.87,1473.55,917.97,233.86,805.58,580.11,1137.22,47.27
2003-01-29,1801.74,752.56,3817.32,3359.84,487.86,369.51,373.85,1023.01,1291.33,1052.63,906.08,178.88,536.76,1392.8,4073.81,1541.56,923.57,239.43,795.63,579.26,1147.52,46.53
2003-01-30,1852.3,733.66,3699.11,3411.53,484.43,366.15,376,1006.35,1263.48,1042.79,894.55,180.22,543.1,1334.01,3869.35,1489.42,898.94,230.73,788.18,566.48,1124.1,45.72
2003-01-31,1925.84,746.89,3754.74,3411.53,494.73,373.66,397.49,1003.02,1311.58,1068.09,917.6,189.6,543.1,1356.97,3908.93,1555.16,917.97,232.47,794.64,581.39,1133.47,44.32
2003-02-03,1923.54,737.44,3852.08,3463.22,515.35,394.32,397.49,1001.35,1281.2,1045.6,926.47,190.27,557.67,1356.05,3913.32,1561.96,906.78,227.6,808.07,596.3,1135.35,45.64
2003-02-04,1838.51,707.18,3768.64,3394.3,515.35,374.2,390.33,1038.01,1235.62,1006.25,904.31,179.55,538.66,1284.39,3671.49,1514.36,870.4,217.5,812.04,571.17,1105.37,44.24
2003-02-05,1870.69,740.27,3831.22,3404.64,520.5,378.22,403.93,1036.34,1253.35,1039.98,930.9,187.59,545,1337.68,3768.22,1564.23,884.39,227.94,810.55,594.17,1166.26,43.87
2003-02-06,1787.95,731.76,3740.83,3514.91,493.01,375.54,390.33,1033.01,1179.92,1007.66,913.17,182.23,534.23,1282.56,3583.55,1496.22,853.6,222.72,800.61,579.26,1133.47,43.95
2003-02-07,1698.32,710.02,3601.77,3532.14,486.14,360.79,386.74,998.02,1134.34,980.95,879.48,176.87,522.82,1245.81,3442.84,1496.22,842.41,212.98,799.61,560.95,1105.37,44.09
2003-02-10,1762.67,714.75,3560.05,3473.56,494.73,355.42,388.18,999.69,1139.41,983.76,877.71,177.88,513.31,1209.06,3306.54,1518.89,848.01,207.06,798.12,553.71,1067.9,41.43
2003-02-11,1742.45,731.76,3601.77,3532.14,501.6,364.81,393.19,989.69,1159.66,1000.63,899.87,184.31,525.99,1243.97,3513.2,1539.29,891.11,211.59,803.09,566.48,1072.58,42.03
2003-02-12,1677.64,720.42,3560.05,3463.22,482.71,356.77,390.33,983.03,1109.02,969.71,882.14,175.2,514.58,1210.89,3491.21,1491.69,862,208.8,805.58,553.71,1030.43,42.03
