Name,E ON,DEUTSCHE BANK,BMW,BEIERSDORF,CONTINENTAL,HEIDELBERGCEMENT,HENKEL PREF.,LINDE,RWE,SIEMENS,THYSSENKRUPP,VOLKSWAGEN PREF.,DEUTSCHE LUFTHANSA,ALLIANZ,MUENCHENER RUCK.,BASF,BAYER,COMMERZBANK,K + S,MAN,TUI,GEA GROUP
1986-12-16,445.83,557.22,834.85,426.98,467.98,261.54,125.26,785.72,372.63,527.2,399,91.88,373.22,1251.95,2123.57,367.5,537.13,320.27,517.42,263.3,490.17,143
1986-12-17,448.94,557.92,834.92,427.64,470.04,263.42,127.59,783.68,376.63,528.61,378.36,92.13,370.08,1256.98,2111.39,368.88,542.26,321.84,520.71,258.4,492.92,141.61
1986-12-18,445.94,553.24,820.88,423.84,462.22,263.8,126.04,769.07,371.03,523.68,345.54,91.46,362.72,1251.95,2103.27,365.6,537.78,316.22,521.81,241.69,474,139.27
1986-12-19,450.58,555.97,826.59,425.77,462,266.43,126.56,762.84,380.62,525.09,346.72,91.91,362.74,1262.02,2095.15,365.78,538.17,315.22,525.99,249.4,503.84,138.82
1986-12-22,450.36,551.96,818.2,428.35,461.35,266.44,126.3,756.6,385.42,518.04,341.26,91.03,366.58,1268.72,2095.15,364.37,536.22,314.74,530.58,242.97,514.71,138.41
1986-12-23,457.58,552.66,825.32,429.01,461.93,265.7,127.59,746.18,384.62,520.86,351,90.51,362.78,1282.69,2103.27,365.88,539.99,319.4,536.74,247.47,526.95,134.15
1986-12-24,457.63,552.7,825.39,429.04,461.97,265.72,127.59,746.23,384.62,520.86,351.06,90.52,362.8,1282.69,2103.27,365.93,540.05,319.43,536.74,247.47,526.99,134.17
1986-12-25,457.69,552.73,825.45,429.06,462,265.73,127.59,746.27,384.62,520.86,351.12,90.53,362.82,1282.69,2103.27,365.98,540.12,319.46,536.74,247.47,527.03,134.18
1986-12-26,457.75,552.76,825.52,429.08,462.03,265.74,127.59,746.32,384.62,520.86,351.19,90.54,362.84,1282.69,2103.27,366.03,540.18,319.49,536.74,247.47,527.07,134.19
1986-12-29,456.28,555.48,827,433.57,459.48,267.25,127.85,748.45,388.62,525.79,342.96,90.09,372.36,1283.25,2119.51,367.04,540.25,318.82,531.67,254.54,529.82,135.14
1986-12-30,456.96,552.82,825.66,434.23,465.6,267.26,128.36,748.5,385.42,525.79,343.02,88.44,379.76,1281.58,2151.99,366.68,536.93,319.04,530.58,250.69,527.16,136.09
1986-12-31,457.02,552.85,825.72,434.26,465.63,267.27,128.36,748.54,385.42,525.79,343.08,88.45,379.78,1281.58,2151.99,366.73,536.99,319.07,530.58,250.69,527.2,136.11
1987-01-01,457.08,552.88,825.79,434.28,465.66,267.28,128.36,748.59,385.42,525.79,343.15,88.46,379.8,1281.58,2151.99,366.78,537.06,319.1,530.58,250.69,527.24,136.12
1987-01-02,452.84,547.53,791.98,436.86,444.74,262.43,127.33,745.49,374.23,512.4,337.68,86.27,377.71,1268.16,2143.87,360.83,533.21,314.5,526.19,244.26,528.64,135.43
1987-01-05,465.75,552.27,800.52,435.61,442.07,267.3,126.43,750.77,375.53,520.15,341.03,87.6,389.34,1265.93,2151.99,365.67,538.04,323.8,556.89,244.26,528.68,136.14
1987-01-06,474.22,553.65,814.71,436.91,448.86,267.31,126.43,749.77,383.02,523.68,343.34,89.15,386.19,1260.34,2168.23,369.6,544.87,324.86,572.24,242.33,544.99,138.5
1987-01-07,464.34,546.94,807.71,434.38,446.86,267.33,126.35,743.53,377.42,519.45,338.39,87.62,390.43,1243.57,2208.84,366.99,539.01,319.23,566.75,236.54,532.83,140.86
1987-01-08,452.16,540.24,797.9,431.22,441.48,268.83,122.68,698.54,366.23,509.58,320.8,85.75,375.68,1214.51,2168.23,360.36,532.31,313.08,541.54,228.83,517.95,138.53
1987-01-09,440.26,522.76,769.72,408.28,415.15,265.48,120.1,701.73,354.24,495.48,308.65,82.45,365.15,1134.58,2070.78,348.53,512.91,303.85,526.19,218.55,490.88,137.6
1987-01-12,443.86,524.14,752.84,410.85,426.42,266.24,121.26,702.82,361.43,496.19,315.64,82.35,363.06,1131.79,1993.64,349.12,511.81,307.48,534.96,218.55,507.19,135.27
1987-01-13,440.57,516.08,723.25,410.88,419.27,268.87,121.52,704.96,356.63,489.14,307.91,78.38,377.85,1115.02,1896.19,342.08,500.34,300.82,526.19,215.98,504.52,137.63
1987-01-14,447.04,520.83,726.14,413.45,424.45,269.25,122.47,707.1,354.24,494.78,316.03,78.39,371.54,1125.08,1835.28,341.46,492.79,302.91,526.19,210.83,504.56,138.58
1987-01-15,460.88,530.97,734.68,416.03,431.5,267.4,122.94,712.38,355.34,496.89,321.38,79.17,373.67,1126.2,1981.46,341.27,493.01,311.18,531.67,212.36,510.03,141.88
1987-01-16,456.34,532.35,740.4,408.4,440.32,266.28,122.81,705.09,358.53,501.12,325.87,79.52,373.69,1145.76,1940.85,343.32,494.61,314.31,534.96,217.9,507.36,139.54
1987-01-19,448.75,526.99,726.34,407.78,432.91,267.42,121.65,699.9,355.83,491.25,322.03,77.98,369.49,1126.2,1892.13,339.49,483.67,307.64,527.29,212.12,503.33,138.57
1987-01-20,436.55,530.39,725,409.09,434.98,265.93,122.63,711.47,356.63,496.19,322.09,77.66,367.4,1117.82,1866.95,338.08,482.57,310.76,528.39,211.48,493.88,137.22
1987-01-21,422.83,524.35,713.76,407.2,431.62,263.7,122.29,714.65,358.23,492.66,321.9,75.35,358.97,1115.02,1794.68,335.46,479.56,308.73,526.19,210.19,496.63,134.41
1987-01-22,426.71,529.1,716.65,408.5,433.68,264.83,122.68,720.99,359.03,500.42,337.22,77.23,363.22,1123.41,1819.04,344.07,486.72,311.34,526.19,211.88,499.39,136.31
1987-01-23,425.72,529.13,719.55,406.61,437.52,266.34,123.95,722.08,374.23,503.24,334.51,77.97,373.8,1118.93,1843.4,345.58,491.23,311.89,532.77,215.98,515.71,137.96
1987-01-26,416.11,515.01,711.13,402.16,429.01,266.35,122.16,717.93,365.43,494.07,324.86,76.26,373.82,1059.13,1754.08,339.37,477.21,302.13,506.46,204.41,504.9,134.22
1987-01-27,410.03,509.65,692.82,400.91,427.56,267.49,122.47,702.25,360.63,489.84,319.37,75.6,365.39,1061.93,1737.84,336.33,476.43,299.58,502.08,203.12,499.51,130.7
1987-01-28,395.53,492.15,664.61,383.06,403.36,262.26,118.03,651.99,352.64,459.54,305.55,69.64,351.68,927.79,1502.33,320.33,452.76,289.3,483.44,186.41,485.98,124.6
1987-01-29,411.97,498.92,688.72,389.47,408.8,269.01,119.07,679.29,355.83,470.81,311.43,69.87,340.08,1006.03,1583.54,328.41,457.06,297.07,482.34,190.91,507.74,124.62
1987-01-30,418.36,504.35,712.83,408.65,413.15,280.62,122.04,673.04,360.33,477.16,323.74,70.77,350.67,1028.39,1705.35,334.48,461.37,304.84,495.5,194.12,507.78,126.98
1987-02-02,413.34,492.92,710.07,409.31,410.9,282.87,121.39,662.6,359.83,467.29,319.37,69.89,352.8,997.09,1632.27,330.52,461.96,297.13,488.92,192.84,488.82,124.64
1987-02-03,404.96,483.51,697.41,399.76,401.45,277.27,120.1,650.06,353.44,458.13,307.19,66.41,351.76,947.35,1445.49,325.47,455.56,288.91,473.57,186.01,484.78,116.89
1987-02-04,405.02,476.12,666.35,396.59,392.68,271.3,117.52,639.62,343.84,451.08,307.77,65.49,350.73,920.52,1477.97,324.6,459.34,283.78,453.84,181.27,491.62,117.61
1987-02-05,397.41,455.25,687.64,383.2,375.36,273.18,118.29,606.11,339.04,444.74,325.39,65.17,331.73,885.87,1469.85,320.64,455.69,272.98,431.92,186.41,480.79,116.92
1987-02-06,400.54,470.79,706.1,388.34,382.59,271.32,121.91,644.96,346.24,463.06,327.97,68.45,342.32,927.79,1502.33,330.98,475.27,283.33,464.8,200.55,480.84,120.93
1987-02-09,400.6,470.82,713.25,389.64,384.65,269.46,121.91,645,355.04,462.36,328.3,69.06,346.56,978.09,1551.06,334.13,482.66,284.39,482.34,198.22,486.31,122.82
1987-02-10,402.19,467.48,704.12,394.13,386.46,269.47,121.13,629.31,357.43,458.83,319.15,68.36,348.7,968.03,1534.82,330.16,479.65,281.84,460.42,199.26,497.22,124.72
1987-02-11,413.76,465.49,699.23,399.27,387.42,267.99,121.78,630.41,364.63,457.42,315.91,68.74,338.15,971.38,1502.33,328.87,479.87,280.01,462.61,194.12,504.05,125.2
1987-02-12,419.96,470.24,704.96,403.76,396.94,266.88,122.42,637.79,369.13,459.54,320.15,69.53,348.74,1008.83,1486.09,333.74,486.57,282.75,463.71,196.45,497.3,123.8
1987-02-13,420.02,469.6,705.74,408.26,403.61,266.89,124.62,637.84,371.03,461.65,321.34,69.98,338.19,997.65,1469.85,336.47,492.26,282.46,462.61,201.83,494.63,121.92
1987-02-16,416.24,465.58,702.97,407.65,401.74,265.78,124.36,639.98,374.23,461.65,321.15,69.33,348.78,993.18,1486.09,335.31,489.25,277.84,458.23,200.92,486.52,120.52
1987-02-17,402.76,448.07,679.68,408.31,390.25,269.53,123.59,629.53,366.23,447.56,310.59,66.68,342.46,969.71,1461.73,325.98,479.12,266.51,442.88,197.17,470.25,120.06
1987-02-18,409.45,445.4,674.08,415.36,388.93,270.29,122.68,631.68,375.33,448.97,312.92,67.35,341.42,980.88,1453.61,327.91,483.75,264.99,447.26,200.5,467.57,122.43
1987-02-19,414.88,455.55,703.89,430.09,406.58,271.8,124.49,642.21,376.93,460.24,333.88,69.58,357.3,1001.56,1461.73,335.63,497.41,275.87,481.25,208.25,475.77,125.03
1987-02-20,414.66,450.18,703.96,426.28,417.45,273.31,124.23,638.06,372.63,460.95,328.89,69.36,360.49,986.47,1469.85,334.59,495.99,272.8,475.77,205.83,462.47,122.45
1987-02-23,414.23,440.09,689.86,433.33,415.03,267.7,123.89,640.21,370.23,456.72,324.78,68.71,361.57,961.32,1453.61,333.05,489.57,262.5,471.38,205.83,459.54,122.46
1987-02-24,416.74,432.02,684.27,429.52,413.19,265.84,123.46,636.05,369.43,454.6,325.1,68.98,365.82,965.79,1445.49,330.67,487.09,258.4,453.84,205.17,460.94,121.53
1987-02-25,419.73,438.8,677.25,428.27,417.12,263.98,123.46,629.8,372.63,457.42,327.69,68.95,363.72,964.12,1429.25,331.52,490.55,260.5,452.75,214.49,456.91,122.48
1987-02-26,426.71,438.16,674.48,428.29,415.97,270.36,121.91,637.19,374.23,458.13,330.02,69.62,361.63,961.32,1388.64,333.71,495.19,263.63,456.03,217.16,427.03,122.02
1987-02-27,418.31,434.82,668.88,423.84,414.9,274.86,121.91,638.28,369.43,455.31,329.22,68.79,358.48,956.85,1386.21,333.09,493.24,260.05,449.87,217.16,414.83,120.66
1987-03-02,416.83,432.82,673.2,427.7,414.25,269.63,119.58,635.18,370.57,453.19,334.86,70.64,354.27,960.2,1381.34,332.89,496.38,260.08,451.44,219.82,391.75,120.63
1987-03-03,416.12,430.83,674.69,425.17,413.6,267.77,120.1,640.47,367.46,449.67,333.53,70.32,351.11,966.91,1396.76,333.49,491.98,258.56,450.55,218.49,394.52,122.06
1987-03-04,420.03,438.29,691.77,425.83,420.42,273.4,122.42,642.62,369.43,458.83,342.84,72.43,356.42,975.29,1384.58,335.68,497.68,268.93,460.42,223.15,408.16,120.42
1987-03-05,424.7,441.02,696.09,416.91,430.62,271.54,121.65,640.56,371.09,461.65,347.09,72.93,353.27,973.62,1384.58,338.17,499.45,276.72,471.38,226.23,415.01,124.43
1987-03-06,421.68,454.56,687.65,419.49,430.4,266.31,121.52,640.61,360.32,462.36,344.89,71.23,361.75,974.74,1404.89,339.81,503.45,280.89,463.71,221.82,416.41,124.21
1987-03-09,426.36,453.91,691.26,418.23,433.14,265.57,121.88,641.7,356.18,463.06,346.35,70.62,374.46,972.5,1461.73,343.89,512.35,281.96,475.77,219.15,412.37,122.57
1987-03-10,426.9,452.59,690.62,423.37,433.43,265.96,121.13,651.2,360.32,464.47,340.83,69.52,376.6,955.73,1469.85,345.96,517.52,281.47,464.8,217.16,411.05,124
1987-03-11,421.09,441.82,685.02,423.4,429.39,265.22,122.16,645.99,351.21,458.83,332.51,64.86,379.79,928.91,1510.45,345.34,514.18,276.85,460.42,217.82,407.01,124.01
1987-03-12,421.15,443.2,683.67,424.7,429.42,264.48,121.91,641.83,355.35,460.24,339.56,66.83,381.93,933.38,1461.73,349.42,520.36,277.92,461.52,215.82,408.41,124.72
1987-03-13,414.57,429.04,678.06,426.01,426.18,264.12,120.49,650.28,351.21,458.83,335.43,66.84,376.66,912.7,1421.13,348.8,520.27,272.25,468.09,215.16,407.09,122.61
1987-03-16,407.41,429.75,669.62,420.91,422.02,256.64,120.62,638.77,351.21,456.72,332.7,67.4,373.51,927.79,1404.89,346.84,519.48,265.56,468.09,215.82,408.49,122.62
1987-03-17,399.77,425.73,673.94,417.1,420.82,256.27,119.19,646.17,350.38,456.72,331.63,68.19,387.28,894.25,1445.49,342.86,510.18,265.07,449.46,216.49,409.9,121.22
1987-03-18,392.89,422.38,664.08,403.05,420.6,252.91,119.07,630.45,352.34,453.19,338.42,68.51,380.95,895.37,1376.46,343.58,504.44,265.3,443.98,215.57,405.85,122.17
1987-03-19,399.89,403.49,649.96,390.92,408.54,251.05,117.26,617.89,346.24,440.51,331.5,67.58,376.74,855.13,1351.29,332.2,489.02,262.03,445.07,211.16,400.45,122.42
1987-03-20,391.47,410.28,652.86,390.31,411.97,249.19,116.35,620.03,349.86,440.51,341.35,67.77,377.82,863.51,1339.92,335.49,485.83,265.17,444.66,210.49,403.21,120.07
1987-03-23,388.45,423.15,667.13,392.89,414.71,249.58,118.03,628.49,354.52,450.38,347.01,68.67,383.13,884.19,1315.56,339.7,494.26,268.82,443.29,215.16,400.53,120.32
1987-03-24,395.73,431.97,681.39,399.31,420.17,251.09,122.68,620.12,353.69,453.19,349.87,70.13,392.68,897.05,1338.3,343.79,502,275.07,442.88,215.16,400.57,119.86
1987-03-25,399.36,434.03,684.29,396.78,426.31,251.1,122.42,649.6,351.21,458.13,345.74,70.03,389.52,897.05,1352.1,344.09,504.62,276.14,457.13,217.16,399.25,123.88
1987-03-26,406.35,442.85,705.66,414.72,435.42,253.36,124.23,670.66,354.52,474.34,348.87,70.92,382.13,914.37,1429.25,358.02,512.68,280.32,460.42,225.15,398.44,131.21
1987-03-27,411.81,451.67,736.96,421.79,448.78,258.99,126.04,690.68,357.83,482.8,353.39,71.11,389.56,958.53,1494.21,368.84,523.5,285.01,470.29,231.14,402.06,135.94
1987-03-30,414.96,457.11,738.45,412.85,447.45,264.25,127.07,701.24,354.52,487.82,341.73,72.01,384.29,978.09,1624.15,362.17,521.17,288.15,486.73,233.81,398.02,140.67
1987-03-31,412.7,454.44,735.68,412.87,442.73,262.39,126.04,690.77,357.83,482.8,337.59,70.95,383.25,954.62,1587.6,360.2,521.93,285.59,486.73,229.15,398.06,140.68
1987-04-01,430.79,465.29,759.89,419.94,449.3,264.27,128.62,727.61,363.63,500.73,344.66,72.18,381.16,1000.45,1603.84,374.39,542.46,294.96,495.5,237.14,399.46,140.69
1987-04-02,432.39,467.35,777,417.4,456.37,264.29,127.85,715.04,366.94,514.36,346.13,72.64,372.71,1016.65,1607.9,373.22,547.65,296.02,504.27,246.21,403.6,141.03
1987-04-03,424.45,461.97,771.39,421.27,453.26,263.55,127.07,709.83,381.85,511.49,340.59,72.27,383.32,1003.8,1624.15,369.78,541.21,289.83,473.57,243.13,411.82,140.71
1987-04-06,433.29,472.14,788.51,420.65,458.47,264.31,126.56,721.44,382.99,522.25,345.32,73.39,397.1,1028.39,1616.02,378.59,552.2,297.64,464.8,245.38,460.95,141.67
1987-04-07,429.2,469.47,761.58,422.6,456.47,266.19,126.81,718.33,374.4,515.8,336.91,72.78,398.18,1037.33,1567.3,373.25,544.43,290.93,467,241.8,450.08,144.04
1987-04-08,428.48,464.76,755.97,425.19,456.5,261.33,125.26,717.32,374.71,517.23,336.38,73.01,401.38,1033.98,1563.24,372.37,541.08,286.82,472.48,239.8,450.12,142.16
1987-04-09,428.54,459.38,758.88,423.29,470.8,262.47,125.65,716.31,371.09,514.36,336.38,72.17,404.58,1047.95,1542.94,372.26,541.15,284.77,465.9,234.47,441.98,146.89
1987-04-10,420.11,443.85,737.63,423.95,449.77,262.48,123.97,713.2,365.29,497.86,325.43,70.18,400.36,1011.62,1530.76,363.97,531.13,274.43,449.46,224.48,439.81,145.02
1987-04-13,412.16,430.35,719.22,422.7,434.17,262.49,121.26,699.57,359.49,485.67,319.56,67.83,394.02,988.15,1494.21,356.61,513.96,267.2,441.78,219.82,431.15,146.53
1987-04-14,417.91,436.47,726.39,425.93,438.96,262.5,124.49,703.82,361.97,487.82,323.77,67.37,400.4,992.06,1502.33,362.3,519.15,273.98,448.36,221.15,450.3,151.18
1987-04-15,424.15,443.27,756.31,424.03,445.11,256.14,126.99,715.44,366.12,503.6,322.37,69.05,402.54,1011.62,1469.85,372.89,529.46,284.91,446.17,225.02,469.44,154.02
1987-04-16,428.36,443.3,760.65,422.77,442.68,256.15,127.85,714.43,365.29,504.32,325.17,69.44,398.32,1014.42,1477.97,371.72,529.53,285.46,451.65,226.48,464.03,154.04
1987-04-17,428.42,443.34,760.72,422.8,442.71,256.16,127.85,714.48,365.29,504.32,325.17,69.45,398.34,1014.42,1477.97,371.77,529.6,285.49,451.65,226.48,464.07,154.05
1987-04-20,428.48,443.37,760.78,422.82,442.74,256.17,127.85,714.52,365.29,504.32,325.17,69.45,398.36,1014.42,1477.97,371.82,529.66,285.52,451.65,226.48,464.11,154.06
1987-04-21,430.57,440.69,770.81,424.13,441.83,256.19,128.36,714.57,367.46,509.34,324.65,70.98,402.62,1017.21,1461.73,371.75,530.58,282.44,460.42,226.48,465.52,155.25
1987-04-22,440.68,444.78,806.43,422.87,444.59,249.45,129.65,731.45,372.74,517.95,327.97,72.11,394.17,1030.63,1500.71,375.85,537.48,284.55,470.97,234.47,464.19,157.15
1987-04-23,437.65,438.72,820.72,425.46,444.36,249.83,128.88,734.65,375.9,512.93,334.98,71.11,395.25,1020.01,1494.21,373.88,531.57,280.43,467,237.81,461.5,156.69
1987-04-24,433.07,431.31,805.14,426.12,440.57,249.84,128.88,736.8,375.38,505.75,330.78,70.68,393.15,989.27,1496.65,368.53,526.82,275.26,454.25,231.81,431.51,159.21
1987-04-27,419.21,419.83,772.49,421.02,431.76,250.61,127.07,721.06,372.43,488.54,319.56,68.48,383.63,956.85,1469.85,356.01,510.01,269.58,449.46,220.49,412.43,156
1987-04-28,427.77,427.98,809.55,421.69,439.95,247.62,128.11,726.37,377.71,497.86,327.1,69.8,391.07,980.88,1498.27,366.48,512.96,278.45,449.87,224.73,423.4,158.14
1987-04-29,430.93,440.2,811.04,424.28,442.7,247.63,129.14,745.36,381.02,502.88,326.57,70.04,385.79,986.47,1461.73,369.24,519.17,281.59,450.55,224.73,433.86,157.44
1987-04-30,428.96,435.49,805.42,424.3,431.17,247.64,129.65,731.72,381.02,502.88,322.37,70.31,386.87,969.71,1388.64,366.04,515.34,278.51,436.3,224.48,430.31,156.27
1987-05-01,429.02,435.53,805.49,424.32,431.21,247.65,129.65,731.76,381.02,502.88,322.37,70.32,386.89,969.71,1388.64,366.09,515.4,278.55,436.3,224.48,430.35,156.28
1987-05-04,429.56,433.52,801.29,421.79,436.68,247.66,129.4,726.54,379.37,500.73,319.83,69.62,382.67,965.23,1417.07,364.92,515.79,278.06,427.94,222.73,430.4,157
1987-05-05,432.42,434.91,814.16,422.45,446.1,246.92,128.88,726.59,376.06,506.47,320.97,71.01,382.69,961.32,1404.89,367.8,516.18,280.18,416.57,222.48,434.54,158.9
1987-05-06,438.19,436.97,838.43,428.89,450.35,245.81,130.43,734,385.17,512.93,328.5,73.54,382.71,967.47,1421.13,371.65,524.47,280.73,394.64,223.82,423.65,158.92
1987-05-07,439.03,434.97,839.92,426.99,455.14,246.2,135.6,737.21,376.88,512.21,329.9,74.33,383.79,964.12,1382.96,373.06,526.79,280.77,394.64,226.06,426.42,159.4
1987-05-08,444.51,430.26,832.87,426.37,458.7,244.33,133.53,737.25,372.74,507.19,333.58,73.27,377.45,959.09,1396.76,371.08,524.61,275.8,409.99,223.82,425.35,161.53
1987-05-11,449.99,428.26,835.79,428.32,457.24,242.47,134.05,738.35,372.74,513.64,332.44,73.68,377.47,958.53,1404.89,373.96,525.53,277.2,415.47,220.07,429.24,162.95
1987-05-12,450.82,426.94,821.62,429.63,449.53,243.98,133.01,735.23,373.05,510.77,327.97,72.35,375.37,954.62,1445.49,372.54,523.03,273.08,418.76,220.49,429.28,163.18
1987-05-13,453.2,433.07,825.96,421.31,453.78,243.62,133.01,732.12,373.57,512.93,328.5,72.58,375.39,955.73,1453.61,380.02,535.93,275.19,427.53,220.49,451.2,164.13
1987-05-14,453.26,427,826.03,397.61,451.89,241,133.53,724.8,367.77,510.77,327.1,72.41,374.35,950.14,1437.37,378.85,531.72,274.71,423.15,220.07,437.57,164.13
1987-05-15,449.74,408.73,818.97,400.84,447.16,244.01,132.5,700.61,366.12,503.6,329.38,70.59,375.44,930.58,1433.31,377.3,527.5,269.54,416.57,220.49,436.2,162.71
1987-05-18,448.73,408.08,820.47,400.87,448.55,247.78,130.17,692.24,366.94,502.17,324.03,70.11,372.29,923.88,1418.69,376.55,527.57,269.06,414.38,213.03,437.57,160.34
1987-05-19,448.02,404.05,813.41,404.1,448.58,245.91,130.17,690.18,367.25,500.01,322.37,70.39,362.77,919.4,1413.01,373.34,524.53,265.45,409.99,211.83,443.04,158.93
1987-05-20,444.2,393.23,799.24,404.12,440.45,245.93,129.4,692.33,368.29,493.56,318.16,69.73,343.71,911.02,1404.89,369.72,518.97,257.16,409.99,206.5,445.77,157.03
1987-05-21,446.59,393.26,803.58,410.56,443.88,245.94,129.91,697.65,366.79,489.25,318.16,71.75,339.49,910.46,1392.7,369.39,520.06,262.4,407.8,206.5,447.14,152.78
1987-05-22,448.97,395.33,816.47,405.46,447.74,238.44,129.4,695.59,366.12,489.25,318.16,72.09,354.37,902.64,1388.64,369.99,519.27,265.56,407.8,207.16,445.77,148.05
1987-05-25,449.32,395.36,816.54,400.99,443.95,238.45,128.88,698.8,363.63,489.25,316.5,71.66,349.1,891.46,1382.15,369.62,520.19,254.14,405.61,207.16,441.67,148.99
1987-05-26,454.52,398.78,825.16,406.15,448.49,238.46,129.14,704.12,363.11,492.84,319.56,72.89,347,897.05,1380.52,373.18,525.24,257.07,405.61,205.41,443.04,150.89
1987-05-27,463.11,403.56,840.9,415.16,453.54,230.96,134.3,710.49,362.8,499.3,325.7,75.03,350.21,902.64,1356.16,379.2,534.03,264.04,399.03,207.16,437.57,149.47
1987-05-28,463.17,403.59,840.97,415.18,453.57,230.97,134.3,710.54,362.8,499.3,325.7,75.04,350.24,902.64,1356.16,379.25,534.1,264.04,399.03,207.16,437.57,149.47
1987-05-29,464.01,404.3,858.14,413.92,453.48,230.99,135.08,713.75,362.8,499.3,325.7,74.71,349.21,895.37,1380.52,379.98,535.02,263.51,405.2,203.83,440.3,148.99
1987-06-01,470.27,415.86,882.45,412.66,459.77,232.88,134.3,732.78,364.46,510.06,332.18,78.08,352.42,906.55,1421.13,382.87,541.95,264.56,405.2,207.58,433.47,153.72
1987-06-02,464.9,407.76,859.7,404.99,455.03,232.89,133.01,725.45,361.97,500.01,327.45,75.4,348.21,895.37,1380.52,379.41,531.72,258.31,399.03,208.25,435.69,149.94
1987-06-03,466.03,409.14,874.03,408.22,456.29,232.9,133.27,729.71,358.66,504.32,329.38,76.19,352.48,897.05,1315.56,382.85,533.51,256.74,397.25,206.62,436.2,145.21
1987-06-04,466.09,408.5,876.95,404.39,456.45,232.91,133.53,730.82,353.17,503.6,329.9,76.76,358.88,898.17,1365.91,386.41,537.86,259.35,384.09,204.92,432.1,150.89
1987-06-05,463.04,403.1,872.74,398.64,453.76,232.92,134.05,724.54,348.2,499.3,327.97,76.51,354.66,890.34,1348.04,385.79,533.64,257.27,382.59,205.17,425.26,148.99
1987-06-08,463.1,403.13,872.81,398.67,453.79,232.93,134.05,724.59,348.2,499.3,327.97,76.52,354.69,890.34,1348.04,385.84,533.7,257.27,382.59,205.17,425.26,148.99
1987-06-09,464.42,398.41,868.6,396.76,455.87,223.55,132.75,724.64,349.55,498.58,323.77,76.12,352.59,874.69,1299.32,386.87,533.45,255.7,377.52,208.5,423.89,151.12
1987-06-10,465.55,394.66,872.95,396.79,455.09,223.56,132.24,727.85,350.38,499.3,323.77,76.31,367.49,866.87,1258.71,392.6,535.55,256.03,377.1,206.5,423.89,151.83
1987-06-11,472.31,394.01,885.85,395.53,451.81,225.45,134.05,728.95,352.03,502.17,327.97,76.59,367.52,874.13,1299.32,397.65,545.06,258.83,381.49,208.5,418.43,153.21
1987-06-12,477.03,393.35,881.64,398.76,450.45,225.47,133.53,729,353.69,497.14,327.97,76.78,387.73,871.9,1296.88,400.16,545.98,260.91,385.88,208.62,415.69,151.36
1987-06-15,488.26,398.2,911.67,400.72,450.45,224.73,135.6,731.16,352.03,505.75,329.38,78.36,371.82,894.25,1279.01,405.89,552.06,266.64,403,221.15,412.96,151.36
1987-06-16,483.37,407.88,913.16,403.31,453.17,224.74,134.82,734.37,347.89,509.34,333.32,78.85,385.66,941.76,1315.56,404.76,553.84,272.89,405.61,224.48,407.49,150.89
1987-06-17,483.43,407.91,913.23,403.33,453.17,224.75,134.82,734.42,347.89,509.34,333.32,78.86,385.69,941.76,1315.56,404.81,553.91,272.89,405.61,224.48,407.49,150.89
1987-06-18,483.49,407.95,913.3,405.29,453.17,224.76,134.82,734.47,347.89,509.34,333.32,78.87,385.72,941.76,1315.56,404.86,553.97,272.89,405.61,224.48,407.49,150.89
1987-06-19,487.43,437.61,926.21,408.52,462.46,219.89,137.14,739.8,354.52,521.53,334.98,80.9,385.75,998.77,1380.52,409.19,574.65,280.7,427.53,229.15,415.69,151.83
1987-06-22,491.67,442.46,939.13,411.76,474.55,221.78,140.24,759.9,356.18,530.86,338.92,82.14,385.78,1025.6,1465.79,418.69,588.46,281.22,414.38,224.9,418.43,152.78
1987-06-23,493.77,450.08,956.32,413.71,478.26,219.91,139.47,780,357.52,538.75,350.4,84.39,393.25,1038.45,1473.91,428.19,603.13,285.91,412.18,226.48,421.16,153.72
1987-06-24,472.06,433.57,939.26,412.45,466.12,214.66,136.63,765.27,349.55,525.84,337.79,81.82,365.64,1000.45,1486.09,408.51,577.42,277.58,406.02,225.81,418.43,156.09
1987-06-25,479.89,436.36,949.32,415.04,472.94,212.41,138.95,770.6,353.69,529.43,340.59,85.53,387.99,1000.45,1518.58,424.8,569.69,282.26,407.8,226.48,418.43,157.51
1987-06-26,481.51,440.52,972.23,417.64,461.35,211.67,139.99,775.92,358.66,531.58,349,86.1,374.2,997.65,1518.58,407.58,573.13,284.87,409.99,231.56,418.43,156.32
1987-06-29,485.31,441.24,973.73,420.23,459.31,218.08,140.5,763.3,361.15,530.14,347.6,86.11,385.92,992.06,1520.2,407.15,567.11,284.87,408.9,234.72,432.1,156.32
1987-06-30,483.96,438.52,975.23,417.69,454.28,218.09,138.57,769.69,359.49,517.95,344.79,86.12,379.57,999.33,1518.58,402.4,561.96,282.26,394.85,237.14,434.83,158.45
1987-07-01,476.73,433.03,952.45,412.57,442.27,218.1,137.78,760.23,357,489.25,340.59,80.97,385.98,1007.71,1526.7,396.97,552.5,277.58,394.64,233.14,434.83,158.93
1987-07-02,484.57,443.41,988.22,412.6,451.13,216.23,141.71,762.39,356.33,497.14,344.27,82.66,395.58,1040.69,1534.82,405.8,567.11,284.35,399.03,237.81,432.1,160.34
