"","11874.X15.1095","11874.X15.1","11874.X15.515","11874.X15.1053","11874.X15.1092","11874.X15.2","11874.X15.1083","11874.X15.489","11874.X15.85","11874.X15.910","11874.X15.376","11874.X15.909","11874.X15.920","11874.X15.1055","11874.X15.1062","11874.X15.1227","11874.X15.1231","11874.X15.1239","11874.X15.1261","11874.X15.551","11874.X15.696","11874.X15.698","11874.X15.794","11874.X15.959","11874.X15.960","11874.X15.1085","11874.X15.850","11874.X15.1245","11874.X15.1081","11874.X15.1086","11874.X15.1254","11874.X15.1255","11874.X15.1256","11874.X15.1281","11874.X15.487","11874.X15.527","11874.X15.7","11874.X15.848","11874.X15.865","11874.X15.492","11874.X15.1251","11874.X15.1091","11874.X15.1253","11874.X15.1280","11874.X15.15","11874.X15.1262","11874.X15.146","11874.X15.231","11874.X15.293","11874.X15.303","11874.X15.587","11874.X15.73","11874.X15.149","11874.X15.261","11874.X15.248","11874.X15.218","11874.X15.311","11874.X15.304","11874.X15.317","11874.X15.104","11874.X15.110","11874.X15.123","11874.X15.128","11874.X15.134","11874.X15.188","11874.X15.206","11874.X15.212","11874.X15.224","11874.X15.236","11874.X15.243","11874.X15.256","11874.X15.267","11874.X15.275","11874.X15.281","11874.X15.286","11874.X15.297","11874.X15.301","11874.X15.306","11874.X15.308","11874.X15.320","11874.X15.327","11874.X15.338","11874.X15.418","11874.X15.440","11874.X15.450","11874.X15.470","11874.X15.49","11874.X15.584","11874.X15.585","11874.X15.61","11874.X15.68","11874.X15.829","11874.X15.834","11874.X15.99","11874.X15.136","11874.X15.325","11874.X15.412","11874.X15.194","11874.X15.163","11874.X15.295","11874.X15.142","11874.X15.424","11874.X15.322","11874.X15.446","11874.X15.80","11874.X15.181","11874.X15.144","11874.X15.448","11874.X15.55","11874.X15.42"
"182196",7,7,1,0,2,1,5,0,1,1,11,0,0,2,1,1,27,1,8,0,0,4,0,15,20,3,3,3,1,0,1,10,4,9,4,3,0,0,14,2,21,3,5,9,0,22,0,0,0,0,1,1,0,0,0,4,0,12,2,0,0,0,0,0,2,0,2,4,0,0,0,0,1,4,0,5,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,1,2,1,7,6,0,1,1,0,0,1,1,0,0,0,0,0
"4434334",45,3,106,369,466,437,679,47,1,7,153,21,1,31,79,48,214,233,38,4,45,29,12,133,27,19,1,9,31,19,45,131,0,11,6,52,14,7,64,5,1547,5,546,94,9,25,6,14,0,654,7,1,1,1,1,14,0,400,3,8,15,56,22,7,7,132,46,8,72,6,3,1,8,110,105,220,25,1,0,60,7,38,10,8,0,1,24,1,16,17,3,2,184,10,65,45,137,0,45,15,75,19,0,35,16,5,5,7,0,5
"188127",3,0,7,2,3,1,9,1,13,10,7,13,5,0,10,2,0,25,5,0,1,0,6,8,4,8,8,5,5,9,1,0,1,3,0,2,2,1,13,0,0,6,2,0,0,18,0,2,0,0,21,0,0,3,0,8,3,4,24,0,1,6,1,13,5,0,4,1,0,0,1,0,0,11,0,2,0,0,0,1,0,0,0,10,0,0,10,1,1,11,3,0,0,4,3,2,8,0,1,1,0,0,0,9,2,0,0,0,3,0
"178759",0,0,34,0,0,0,0,0,19,0,0,0,0,10,5,19,5,3,15,21,31,1,30,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,19,0,19,2,0,8,0,0,65,0,35,274,0,5,2,0,0,12,21,13,2,3,0,72,4,10,1,0,9,0,0,0,0,0,0,10,0,0,8,1,1,143,0,241,0,0,0,0,0,6,2,0,0,0,0
"4327141",2,1,1,0,3,3,0,0,0,4,8,3,0,1,0,1,10,4,0,0,0,1,0,5,3,3,0,2,0,0,0,2,1,6,2,3,0,0,6,0,9,2,4,2,0,11,0,1,1,1,0,1,1,0,0,5,0,10,1,0,0,0,0,2,0,0,0,2,1,0,0,2,1,4,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,1,0,1,0,6,2,1,0,1,0,1,0,2,0,0,0,0,0
"4371341",0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,0,0,1,0,1,2,6,1,1,1,2,0,0,0,0,0,1,3,1,0,3,0,1,1,2,2,0,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
"181862",2,0,1,27,47,4,20,14,3,0,1,0,0,1,0,0,0,2,13,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,1,11,71,0,10,5,8,0,0,3,0,1,0,0,0,0,2,2,0,6,0,0,2,5,3,7,3,5,8,1,1,2,0,1,2,13,6,70,4,0,3,4,6,0,0,0,0,0,2,10,0,2,4,7,8,1,1,2,3,0,15,0,0,11,0,3,6,1,0,0,0,0
"340219",1,1,0,0,0,1,0,0,4,4,6,1,1,2,0,7,0,3,0,2,1,0,0,2,4,2,1,1,0,0,0,8,3,3,0,0,0,0,2,0,0,1,0,1,1,6,1,4,0,1,5,2,0,0,0,2,2,6,1,0,0,3,0,0,1,5,0,0,0,0,0,0,2,1,0,9,1,0,0,1,2,2,0,2,0,0,0,0,0,12,1,2,1,0,0,1,4,6,0,0,3,0,1,1,0,0,1,0,3,0
"575768",0,1,0,0,1,2,2,0,0,0,4,0,1,0,13,0,11,9,0,0,0,1,0,13,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,5,5,2,1,2,0,0,0,0,2,3,0,0,1,1,0,10,0,0,0,0,2,1,0,0,1,0,2,0,0,19,7,4,1,7,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4474380",184,183,123,24,20,334,139,104,39,63,443,49,39,24,23,36,315,96,89,1,17,107,7,227,221,92,39,75,28,82,30,33,27,42,42,119,94,21,132,46,323,19,72,279,30,358,45,19,0,198,88,153,1,22,14,196,2,196,103,19,20,135,2,32,5,71,19,80,23,1,11,15,63,104,27,114,17,2,16,8,64,38,24,20,27,0,23,41,14,249,150,7,58,50,96,21,81,44,47,69,90,27,24,20,18,3,1,6,11,6
"174840",0,3,0,1,18,8,4,2,19,3,1,0,2,0,4,0,0,3,0,0,0,0,1,2,1,14,2,0,3,11,19,0,5,0,6,1,0,2,0,0,0,5,0,0,2,5,1,0,0,21,2,0,0,9,0,1,8,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,2,41,5,2,0,0,1,0,0,0,0,0,0,0,0,17,1,0,1,6,6,0,2,16,0,1,11,0,0,6,0,6,0,0,1,1
"526701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,6,3,1,1,0,1,0,1,0,0,1,3,2,0,0,0,2,10,1,0,0,0,2,0,136,178,12,1,0,0,5,1,0,0,0,2,2,25,12,14,2,136,184,9,4,1,0,12,3,4,194,0,6,0,0,36,84,1,0,1
"163857",0,4,102,2,2,2,9,1,2,0,3,4,2,256,1,1,19,1,3426,3,4001,2,1,83,3431,44,2,2,2799,443,74,4,1,4,2,3,1,2851,0,1,12,3,3,2,0,75,813,189,3,5,1112,2922,0,2,1693,4,7,730,6,5,1687,14,3240,5,1395,351,5503,3,122,27,74,4,576,357,2,11,80,3,3746,154,469,249,4,977,893,2,3593,7618,593,2,1268,1690,1002,4540,3,107,254,4677,5390,1,2146,9,589,13,4,3372,372,2,1,195
"186851",2,3,0,0,0,0,10,0,0,1,5,0,0,0,0,0,0,1,2,3,0,4,3,1,2,1,3,3,0,0,0,0,0,2,0,5,0,0,3,0,0,1,0,3,0,4,0,0,0,5,0,1,0,12,12,6,0,0,4,0,0,3,0,0,1,10,0,3,0,1,5,3,1,6,0,48,0,2,1,2,2,0,0,1,0,0,0,6,2,0,2,2,3,2,1,2,0,5,3,0,0,3,3,0,2,0,0,1,0,0
"4437362",3,10,0,7,3,12,11,17,2,16,8,10,1,0,47,20,0,109,0,0,0,441,5,3,5,0,336,5,166,131,126,18,2,3,67,4,13,889,2,10,2,146,0,5,29,0,1,0,0,36,0,0,0,0,0,0,8,33,51,0,0,0,5,0,0,36,7,0,0,2,0,0,0,0,24,0,5,1,2,0,0,0,560,0,0,0,0,1,0,0,2,0,0,0,0,39,8,0,0,163,1,0,4,0,0,1,0,0,0,1
"4396292",3,9,0,3,2,1,3,5,4,9,0,12,14,0,7,10,0,2,29,1,5,0,2,0,1,0,14,1,3,0,1,0,0,0,3,5,4,1,4,0,0,6,0,1,0,0,14,0,0,2,1,0,0,7,9,22,0,1,17,6,3,14,0,3,2,2,32,4,26,0,2,0,8,7,1,36,0,1,4,0,4,4,0,1,4,0,2,3,9,59,6,1,0,23,11,1,2,1,4,8,5,6,0,8,7,5,0,6,0,0
"4396297",6,0,1,11,0,7,2,8,1,8,7,8,14,1,6,13,1,10,27,2,5,1,2,0,0,1,25,0,18,9,30,3,0,4,37,12,17,12,0,15,0,3,0,6,10,0,6,3,7,1,2,1,0,6,12,17,24,17,4,0,14,17,0,10,5,1,11,8,2,0,1,0,1,28,0,16,5,2,2,0,16,5,6,3,6,0,1,6,9,16,17,0,3,19,15,0,0,3,9,7,8,1,0,13,4,7,0,5,2,1
"4396298",2,0,2,1,0,0,0,0,20,114,0,28,69,0,33,107,1,707,0,87,0,30,86,531,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,11,1,0,0,35,1,0,13,175,0,25,351,20,77,0,28,145,34,2,1,161,53,34,27,27,35,3,0,120,0,211,0,0,611,38,0,32,77,33,29,3,16,1,5,7,0,67,0,29,2,0,21,7,34,2,0,0,17,0,11
"193679",13,9,3,61,34,9,154,7,3,7,81,1,8,4,6,3,12,10,4,2,5,3,2,9,6,9,1,8,1,0,1,0,0,39,4,13,3,2,10,5,15,13,16,69,3,9,1,13,0,40,1,5,14,3,5,20,14,9,21,14,1,8,5,11,5,6,26,11,6,1,2,1,7,8,0,7,6,0,15,0,28,7,28,25,1,0,0,7,1,40,0,2,6,6,39,0,19,6,12,0,4,10,0,0,2,12,0,1,0,3
"299302",4,14,21,1,3,9,10,9,4,12,12,8,10,0,13,4,2,34,5,0,3,9,3,25,17,3,0,0,4,1,12,15,23,3,2,3,1,1,2,0,16,0,8,6,0,13,0,9,1,3,19,8,0,0,1,23,0,2,13,0,3,3,1,4,0,1,3,9,1,1,1,5,6,10,0,5,0,0,0,1,6,3,3,3,12,0,4,8,18,52,13,7,2,6,36,1,7,2,5,7,3,3,1,0,3,1,0,8,0,0
"4472130",3,0,0,0,0,0,0,0,2,4,0,2,2,0,1,5,0,3,11,0,2,0,0,0,0,1,3,0,0,0,8,3,0,0,0,1,0,0,0,3,0,0,0,1,4,0,3,1,2,2,0,7,0,2,2,17,0,6,2,2,1,32,0,6,1,2,7,9,3,0,1,0,4,6,0,8,3,2,0,2,3,2,0,1,9,0,1,1,16,9,18,1,0,18,3,0,0,0,6,1,5,1,0,3,4,5,0,1,0,1
"2132002",0,1,30,20,16,124,52,7,2,5,114,5,9,11,0,2,41,1,18,1,9,0,0,0,0,115,7,0,39,24,106,647,484,149,16,0,58,7,0,0,1155,13,362,77,0,54,13,27,0,21,11,9,0,9,0,131,0,79,116,1,4,6,10,17,2,3,102,24,2,2,0,0,31,62,14,82,9,0,12,15,1,32,1,27,9,0,32,71,9,0,22,3,8,15,8,4,38,6,15,36,68,2,3,6,24,0,0,6,4,8
"193709",2,26,6,1,6,11,18,2,15,16,18,14,15,3,3,10,2,16,6,4,7,2,5,21,32,16,5,12,5,6,28,55,31,33,7,5,1,0,6,4,6,14,4,21,2,32,11,0,1,4,10,7,4,0,4,6,12,34,8,5,4,4,0,6,1,6,12,3,1,0,0,0,2,4,3,66,12,0,0,13,6,2,9,26,3,0,1,1,3,24,11,4,3,3,9,5,15,2,4,5,9,10,1,4,3,5,0,1,7,3
"187924",14,39,1,0,0,5,2,15,2,3,12,14,3,0,2,1,1,13,1,2,0,8,3,5,4,15,0,26,5,1,13,45,30,6,0,7,1,3,56,0,7,1,15,11,0,17,0,1,0,15,1,0,0,0,0,0,0,8,4,0,0,1,0,1,0,3,5,0,0,0,0,0,0,5,1,19,1,0,0,0,0,1,0,2,0,0,0,0,2,7,0,2,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,1,1,0
"4458576",50,28,17,44,37,0,3,0,0,3,0,0,8,11,2,3,9,1,16,8,0,1,13,0,0,8,25,32,12,20,13,0,0,0,5,65,4,18,18,31,24,54,0,0,7,0,11,20,0,0,53,1,1,58,103,10,0,0,58,1,23,390,13,53,15,45,52,150,9,1,14,15,84,74,2,21,6,3,50,8,14,7,189,13,12,0,2,77,0,56,6,64,32,28,10,2,1,40,49,17,2,64,10,11,1,30,0,2,3,8
"194089",1,3,1,1,1,3,5,1,0,1,24,3,3,1,4,0,24,13,5,0,0,3,2,11,11,4,1,7,0,1,7,6,0,20,0,1,0,0,3,0,8,1,5,12,0,5,0,1,0,0,0,0,0,0,0,1,2,11,2,0,0,1,2,1,0,1,3,0,0,0,0,1,4,2,0,10,1,0,1,0,0,1,1,18,0,0,0,1,0,6,1,0,1,0,0,1,8,3,3,1,0,1,0,3,1,0,0,0,0,1
"4482516",2,52,90,13,2,137,241,1,18,31,216,6,118,36,682,12,790,467,12,7,20,73,0,456,634,96,0,4,6,2,20,1,31,223,0,3,0,2,29,26,47,283,367,108,131,91,0,0,0,91,45,309,0,0,43,122,0,762,0,1,36,24,37,65,12,107,13,13,93,7,54,1058,467,207,85,421,8,1,65,14,145,205,0,141,10,0,2,99,95,493,407,352,291,199,99,8,72,0,22,1,7,35,0,16,11,30,0,70,4,99
"189083",0,0,0,0,0,0,2,0,41,694,120,1342,888,4,0,511,0,0,3,13,1,0,37,0,0,0,101,0,1068,171,18,13,1,101,501,0,2347,4,0,1735,0,1100,0,123,1885,1,6,258,2945,0,26,1864,41,13,6,2206,122,14,985,605,132,428,0,15,247,3923,334,351,65,324,0,11,130,504,789,4,155,8,5,10,13,68,8,826,289,17,398,541,107,55,1072,38,40,31,102,0,585,31,6,102,87,11,83,6,77,424,10,96,1029,146
"198511",4,1,2,4,6,3,21,4,4,26,0,12,36,0,3,26,0,0,3,1,0,4,1,0,5,4,30,0,2,3,3,0,0,0,0,11,1,3,3,6,0,9,0,0,1,0,4,1,0,2,0,0,0,13,0,40,0,10,8,0,0,7,0,4,1,2,2,1,1,0,0,2,0,1,6,2,10,1,1,8,2,3,0,0,3,0,0,0,2,32,16,4,0,2,7,1,3,2,0,10,19,2,0,0,2,0,0,2,5,5
"4481427",2,4,7,111,39,166,196,6,0,21,635,22,27,0,3,8,1,3,0,0,8,2,0,1,8,15,22,2,259,135,759,159,6,47,290,4,119,43,12,1,14,680,14,563,18,1,19,6,0,31,46,0,0,9,3,59,2,12,1,0,1,7,0,1,4,53,0,16,2,3,0,0,2,120,0,8,0,47,0,0,23,30,0,0,20,0,0,0,8,7,58,4,0,0,19,3,0,1,6,0,32,3,0,0,14,0,0,27,4,7
"193233",8,6,0,1,0,25,4,62,10,9,3,7,10,1,4,4,0,21,2,13,2,96,7,11,12,3,72,17,6,9,19,5,0,0,39,1,0,95,0,7,0,33,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
"175148",3,1,1,25,10,12,33,1,0,3,26,0,3,1,2,1,8,0,2,0,2,4,1,1,1,5,1,3,0,0,1,0,0,17,0,2,1,0,1,3,1,1,3,11,0,5,0,1,0,5,1,0,0,0,0,7,0,9,10,0,0,4,2,2,0,0,2,3,0,0,0,3,0,0,0,5,0,0,2,0,5,0,1,7,3,0,0,0,0,16,0,3,1,1,6,0,5,0,0,0,0,2,0,0,0,4,0,0,0,0
"179358",0,5,4,0,0,0,0,0,1,2,3,3,4,1,0,1,0,3,3,1,1,1,0,1,6,1,3,1,0,0,3,2,4,1,1,1,2,2,2,1,0,7,1,2,0,2,6,3,1,1,4,9,1,0,0,2,8,8,3,0,1,2,0,0,3,6,2,1,0,0,0,0,0,3,2,15,0,3,1,0,1,0,0,2,1,0,3,0,1,12,2,2,1,1,2,3,4,4,0,7,8,1,1,0,3,0,4,0,6,1
"3236435",32,31,13,10,8,3,30,6,2,12,0,8,9,31,19,2,190,69,118,0,4,4,2,17,7,62,0,16,0,0,8,11,10,2,0,25,0,13,35,0,13,1,54,0,0,191,1,1,2,34,3,13,0,10,0,36,0,23,392,0,0,2,0,6,1,23,21,23,26,2,4,8,6,8,13,130,7,0,0,6,0,1,0,138,24,0,44,11,0,69,1,18,7,12,1,0,19,10,4,9,6,0,3,63,3,0,0,1,7,0
"4480359",74,115,121,21,63,92,317,11,62,36,85,11,30,48,12,66,189,95,399,136,58,62,121,3,47,49,97,28,5,53,10,4,4,9,25,81,12,12,34,30,70,110,13,45,12,5,68,82,0,36,188,14,1,176,320,68,2,169,264,0,102,319,42,138,38,419,234,211,40,26,134,153,125,1353,131,912,20,1,443,31,218,32,7,875,26,0,56,262,131,169,40,174,149,47,7,14,137,14,295,67,6,164,109,35,75,77,0,24,11,46
"22371",0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,66,0,0,3,4,18,0,0,0,0,1,8,0,1,4,1,12,6,8,0,0,0,0,5,0,1,2,1,1,0,29,1,0,9,87,0,6,30,24,647,12,1,3,0,61,1,12,0,42,0,4,45,0,19,2,0,0,31,1,1
"2056702",4,0,24,0,0,0,1,0,38,35,0,3,39,9,8,31,16,27,33,112,22,25,236,4,20,33,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,17,0,7,8,32,0,0,2,0,8,47,1,25,0,0,2,0,0,1,10,64,0,0,0,9,0,0,0,28,0,0,0,1,27,0,2,0,0,11,0,6,0,0,0,0,1,0
"308760",279,498,0,48,71,0,247,0,196,5,0,11,3,0,19,56,0,97,0,57,0,1,16,81,138,0,0,111,45,91,68,12,0,0,8,53,0,0,105,0,54,0,64,0,0,0,0,0,0,0,105,2,0,10,116,0,0,0,0,0,15,229,158,28,5,1,119,112,6,0,22,10,33,0,0,0,24,0,77,0,350,9,0,49,29,0,7,98,15,67,20,6,105,64,5,13,110,0,60,66,5,8,0,31,3,5,0,9,18,9
"299441",0,0,33,20,6,0,30,0,1,2,33,0,1,0,2,0,0,21,0,0,15,5,0,20,15,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,3,10,4,0,1,0,0,0,4,0,0,1,6,18,0,5,0,0,1,19,100,19,1,0,0,31,2,0,8,43,4,13,0,20,0,0,20,4,21,2,0,1,2,0,1,22,28,1,0,4,0,2,0,12,3,0,3,0,0,0,0,10,10,3,0,2,3,2
"4318177",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,41,101,0,1,340,0,1,1430,184,391,0,541,0,1,63,275,1,659,19,629,20,232,0,28,235,99,232,138,73,2,127,0,189,0,3704,0,1,45,46,0,72,467,179,2117,0,1441,8,238,154,4,0,0,219,0,0,0,260,37,292,159,0,88,35,56
"178773",7,1,2,7,8,0,9,0,9,37,0,8,31,1,4,13,4,22,11,16,1,0,46,4,6,27,0,7,1,0,0,0,0,0,0,9,0,0,13,0,46,0,1,0,0,0,4,0,0,0,16,4,0,16,0,0,0,8,2,4,2,10,3,7,0,35,7,2,3,4,3,1,36,46,2,22,0,0,0,0,1,0,0,10,0,0,0,13,4,5,6,18,3,0,3,15,0,0,0,0,0,0,0,3,5,4,0,1,1,0
"4478125",214,791,180,78,212,110,191,18,578,418,640,728,401,221,188,385,61,724,452,189,110,170,240,413,962,464,347,454,10,5,228,1113,703,1468,85,182,28,102,477,139,40,705,143,496,69,1264,854,637,186,277,663,1074,2,153,46,534,1343,1669,458,7,193,186,75,130,98,655,365,102,145,40,31,33,302,608,121,1943,356,182,60,217,252,79,13,659,61,0,313,128,262,1964,515,376,397,183,61,175,536,572,55,243,834,204,72,153,167,226,218,82,492,40
"4402537",3,8,2,0,0,0,0,0,0,0,0,0,0,1,14,0,3,38,3,0,0,10,0,68,56,11,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,20,0,2,0,0,0,2,0,2,0,2,2,66,0,0,1,3,3,46,0,0,5,0,0,0,6,0,0,2,1,0,0,3,1,19,0,13,10,0,2,8,11,0,3,0,0,0,4,0,3,0,0,0,2,0
"2676432",1,0,0,0,2,0,0,0,0,21,0,0,3,0,0,4,1,2,22,6,0,0,50,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,299,2,1,0,4,123,6,0,71,49,7,0,8,190,0,1,197,65,122,7,0,61,17,11,0,2,854,0,0,0,13,188,0,0,57,623,0,0,92,169,0,0,0,1,1,0,321,1,0,0,0,0,0
"4387771",0,3,4,0,2,0,1,0,7,2,15,3,0,0,4,0,8,2,27,2,0,3,16,8,2,9,4,0,0,0,0,0,0,2,0,0,0,0,5,2,1,3,0,15,0,1,3,0,0,7,1,0,0,1,1,0,0,1,1,0,1,27,2,0,0,0,0,52,0,0,0,1,1,60,2,0,4,0,0,5,10,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
"4111715",9,4,1,0,0,4,0,0,0,0,1,0,0,1,0,3,5,0,40,3,0,0,1,3,2,0,0,12,0,0,0,0,1,0,0,7,0,0,8,0,0,0,0,0,0,1,2,0,3,29,0,0,3,7,21,0,0,0,0,0,0,8,0,1,6,3,0,14,1,47,7,1,0,0,1,33,3,1,18,2,0,0,25,31,2,11,2,12,1,1,0,0,5,0,8,159,2,2,1,0,0,1,1,12,4,0,0,2,1,0
"4437359",29,8,10,28,36,11,30,0,23,15,12,8,17,5,9,38,2,53,32,2,35,15,9,3,3,7,22,10,46,35,25,3,3,2,14,36,30,8,4,12,3,44,3,13,0,4,22,24,27,6,29,12,0,77,77,48,11,48,96,0,31,131,8,36,13,164,88,96,8,11,1,52,31,155,19,229,28,0,39,12,77,34,4,182,20,0,18,68,85,36,78,34,7,45,17,32,22,26,74,47,46,106,22,33,12,38,0,18,6,20
"336372",0,0,3,0,0,0,1,0,0,2,0,1,3,2,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,2,3,1,0,11,6,4,2,0,0,5,0,2,5,5,8,6,2,0,0,0,0,5,2,4,3,3,0,7,2,6,0,0,6,23,4,6,0,49,5,6,1,11,4,1,0,1,2,3,4,2,6,3,1,3,6,3,4,3
"163494",32,10,14,7,13,2,34,10,17,28,7,49,34,4,27,26,11,78,3,35,5,14,22,15,2,34,6,20,14,13,57,91,10,0,7,16,19,15,26,0,38,29,15,6,0,16,2,33,3,49,10,2,0,7,0,3,0,14,42,10,0,7,53,2,3,14,52,7,2,2,0,1,10,54,7,20,1,1,4,0,22,3,0,55,0,0,2,10,6,20,18,3,34,7,3,5,92,11,1,13,7,0,1,0,8,0,0,2,2,6
"842193",338,12,23,3,0,0,1,0,0,0,0,0,0,8,56,0,8,53,17,1,6,9,0,0,6,6,0,0,3,1,0,0,0,0,9,75,6,0,130,0,1,0,0,0,0,2,0,0,0,5,1,0,0,2,1,17,0,0,17,0,31,7,6,17,7,6,26,6,0,0,0,1,1,20,0,15,5,0,5,5,2,60,0,1,25,0,0,1,15,41,0,0,9,19,2,4,0,0,6,0,3,0,2,0,0,37,0,7,2,11
"530437",0,0,2,3,0,0,2,0,0,0,2,0,0,2,0,0,2,0,15,0,0,0,0,0,2,0,27,0,3,6,26,19,11,3,0,0,0,2,0,0,1,19,0,0,0,2,0,0,1,10,5,4,0,12,1,23,8,7,0,0,1,52,0,33,7,1,1,7,0,0,0,0,1,3,0,0,5,0,0,1,0,2,0,2,9,0,0,1,1,21,2,0,0,3,5,0,11,6,3,4,0,0,0,6,0,0,0,0,0,0
"4448492",37,6,1,2,0,6,4,1,26,42,0,46,52,0,17,65,0,3,55,9,9,0,27,0,3,4,9,3,12,17,7,0,0,4,21,18,12,24,11,4,0,38,0,0,13,2,15,1,5,10,1,1,17,10,22,3,1,2,14,22,19,17,0,3,1,1,10,6,0,0,4,0,2,2,4,159,0,0,6,0,21,2,11,7,0,0,14,0,10,1,5,0,1,22,2,0,2,1,5,0,9,10,0,12,1,0,1,0,3,1
"193667",1,8,0,7,13,6,4,0,6,3,11,5,1,0,2,3,0,10,3,1,0,1,4,0,0,1,5,1,0,1,1,1,2,7,1,2,3,0,4,1,0,6,1,7,1,15,4,5,8,1,5,7,0,1,1,4,7,10,59,0,1,4,1,2,1,3,4,3,0,0,2,0,1,4,2,19,2,1,2,1,4,0,6,12,0,0,0,0,8,18,14,2,0,4,2,1,2,5,0,3,5,0,0,3,0,0,1,0,1,1
"4478815",14,45,41,4,1,310,15,32,41,113,175,130,72,38,21,29,10,126,41,24,9,54,18,246,301,375,95,15,328,272,124,2981,690,98,67,6,18,31,38,54,357,224,167,123,29,71,41,26,94,88,8,14,11,0,1,54,27,93,43,13,4,7,5,55,1,14,22,43,4,2,0,5,1,118,19,14,4,3,1,5,0,0,51,7,11,0,5,10,35,52,0,1,71,85,0,33,11,15,26,15,35,3,44,1,25,1,0,0,13,1
"125624",5,17,123,35,7,41,52,24,28,70,1,70,37,44,19,99,7,67,400,80,58,2,294,15,39,37,139,62,34,82,73,142,64,8,42,36,14,55,10,6,6,12,2,0,0,258,2,0,0,28,13,3,0,10,1,241,0,10,40,4,13,13,76,60,7,0,3,58,1,0,0,0,6,16,16,26,16,7,23,2,56,17,0,249,46,1,3,21,27,167,91,0,0,7,39,9,29,39,47,32,6,4,3,16,20,24,0,1,2,1
"235212",0,0,39,0,0,0,0,0,33,5,0,1,7,0,1,22,28,23,28,51,19,1,73,3,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,3,4,38,2,1,0,66,7,0,0,3,9,7,14,0,226,0,0,11,14,17,5,0,26,2,0,2,3,0,0,2,0,0,0,0,3,1,0,4,0,0,11,0,8,6,0,0,0,0,0
"147969",182,90,90,1,0,0,0,0,738,230,0,65,293,9,20,2167,0,53,0,557,101,6,2513,1,0,36,0,17,5,9,58,160,41,0,9,250,62,46,31,0,0,1,0,0,0,0,0,0,0,0,58,0,0,0,15,1,0,3,1,0,3,1,0,0,5,0,0,0,0,0,11,0,86,1,0,4,2,0,0,0,0,0,0,1,0,0,2,5,2,0,0,31,0,2,1,2,149,0,7,0,0,18,1,2,0,0,0,3,0,0
"3756485",0,0,0,2,0,3,5,0,1,7,0,4,8,0,0,17,0,2,0,0,3,7,7,1,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,5,0,0,2,2,0,8,0,0,1,9,1,0,0,0,1,1,0,1,1,0,9,0,0,2,0,0,0,0,0,0,0,1,0,5,11,3,0,2,2,5,1,0,0,2,7,1,1,1,1,0,0,0,1,0
