"10317.000054021.48065",9539,53,2519,1596,923,6227,211,297,114,1,95,270,18,17,1,0,32,1,14,9,670,457,4,0,1,9,38,0,1,74,0,1,40,1,1,8353,170,1,0,1
"10317.000079367.48090",18237,14,11764,7545,3045,9330,78,8,79,1,458,8,2,0,4,17,6,205,36,6,850,1,0,11,14,4,3,10,1,127,0,20,204,4,2,2,0,0,9,0
"10317.000027654.48007",937,16,730,69,72,9240,0,18,41,56,57,3,6,2,0,0,1,0,64,3,795,123,28,352,2465,0,110,0,24,0,0,0,39,3,0,0,0,0,0,0
"10317.000105279.76893",6823,0,1122,1278,491,8123,44,0,49,0,94,9,0,1,78,1,1,0,15,3,127,8,0,0,0,1,32,0,2,26,0,0,9,0,0,1,8,0,0,0
"10317.000059111.48089",9257,4461,3218,2778,934,84,658,1,27,92,705,344,4,79,9,0,16,370,31,6,335,63,15,0,0,7,58,0,36,58,0,0,7,0,0,0,137,445,1,398
"10317.000033187.48001",1854,4,4943,2577,3060,6160,320,174,125,57,193,0,21,95,6,1,4,0,51,100,529,54,21,0,1,7,57,0,1,34,1,1,22,3,1,0,287,0,0,0
"10317.000039581.48089",10865,11,905,848,137,91,59,0,147,1,297,2,3,124,2,0,1,0,75,4,166,1,2,0,0,0,49,0,0,5,0,1,4,0,0,1,0,0,0,0
"10317.000079028.54640",8957,21,2547,3186,1962,218,429,76,85,0,433,59,1,3,4,1,25,3,31,8,708,341,13,4,0,7,67,6,0,343,0,0,63,1,1,2,1,1,1,2
"10317.000092669.54640",183,531,190,51,39,7327,5,5,17,0,45,28,0,9,650,1,1,1,2,3,29,8,0,5,0,12,1,13,0,114,0,0,7,0,0,526,36,0,5,0
"10317.000058888.48077",6303,23,5956,4340,1757,32,227,362,88,98,603,127,0,191,0,2,102,453,84,50,328,417,1,0,0,15,16,1,4,87,2,0,139,4,0,2,33,1,0,0
"10317.000068413.51574",5226,5,7061,3627,2428,93,157,80,107,1,165,48,1,372,1,0,58,1,31,32,393,126,192,3,0,23,7,0,1,59,1,0,119,2,5,1,74,967,0,0
"10317.000101075.62408",3788,7270,580,987,15,176,170,1,159,0,488,68,237,261,0,0,479,0,33,0,119,123,0,4,52,617,6,0,2,31,102,0,4,16,5,4,0,0,2,1
"10317.000047571.48064",686,13,11188,7690,492,28,59,8,150,1,6,589,13,10,5,3,14,107,19,8,43,10,0,1,0,2,1,2,2,508,0,1,729,2,0,1,2,96,1,0
"10317.000047407.48008",2,1,990,1619,63,10239,392,0,43,0,0,47,3,1,31,6,13,1,0,1,0,0,1,0,1,0,14,1,0,53,0,2,219,3,0,0,1,0,3,0
"10317.000072372.66115",7771,559,42392,11973,11136,286610,715,1762,500,146,358,516,369,313,290,109,544,72,78,100,8353,55,483,30,678,101,223,5252,53,880,21,1,436,17,5,50,103,24,0,122
